type,type,date,event_type,event_name,asset_id,is_equipment,location,staging_location_id,staging_location,.features[].properties.staging_location_coordinates[],base_location,base_location_id,.features[].properties.base_location_coordinates[],temp_base,fuelling_arrangement,standby_fuelling_arrangement,response,standby_response,incident_id,incident_name,jurisdiction,dispatch_id,dispatch_number,dispatch_time,dispatch_contact,dispatch_email,dispatch_phone,dispatch_alt_phone,dispatch_ctaf,dispatch_primary_role,service_period_id,is_pdd,agency_personnel_name,agency_personnel_phone,agency_personnel_role,notes,type,.features[].geometry.coordinates[]
,Feature,2022-07-26,AVAILABLE,Available,2282,false,183 Wickham Terrace,null,null,,183 Wickham Terrace,null,153.0243;-27.4648,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	RPAS - DRONE	,Point,153.0243;-27.4648
,Feature,2022-07-26,AVAILABLE,Available,2161,false,1034 Elliotvale Road,null,null,,1034 Elliotvale Road,null,169.8871;-46.1901,false,NA,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,169.8871;-46.1901
,Feature,2022-07-26,AVAILABLE,Available,2040,false,Lucas Place	 Frankton	 Queenstown	 New Zealand,null,null,,Lucas Place	 Frankton	 Queenstown	 New Zealand,null,168.7378;-45.0246,false,NA,null,25,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Belly Tank or Bucket	,Point,168.7378;-45.0246
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,2160,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,UNAVAILABLE,Unavailable,2039,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,2159,false,CGV+J Christchurch	 Canterbury	 New Zealand,null,null,,CGV+J Christchurch	 Canterbury	 New Zealand,null,172.5428;-43.5984,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	ZKIPE AS 350 B2 - Bucket	,Point,172.5428;-43.5984
,Feature,2022-07-26,UNAVAILABLE,Unavailable,2038,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,UNAVAILABLE,Unavailable,2037,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,2279,false,Moorabbin Airport,null,null,,Moorabbin Airport,null,145.0947;-37.9761,false,BD,null,720,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Lifesaver 31	,Point,145.0947;-37.9761
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,2036,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,2156,false,Oamaru Airport,null,null,,Oamaru Airport,null,171.0811;-44.9686,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,171.0811;-44.9686
,Feature,2022-07-26,AVAILABLE,Available,405,false,Horn Island,null,null,,Horn Island,null,142.2869;-10.6116,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,142.2869;-10.6116
,Feature,2022-07-26,UNAVAILABLE,Unavailable,527,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,UNAVAILABLE,Unavailable,528,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,2290,false,183 Wickham Terrace,null,null,,183 Wickham Terrace,null,153.0243;-27.4648,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,153.0243;-27.4648
,Feature,2022-07-26,AVAILABLE,Available,1047,true,Blenheim,null,null,,Blenheim,null,173.9598;-41.5136,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,173.9598;-41.5136
,Feature,2022-07-26,AVAILABLE,Available,1046,true,Blenheim,null,null,,Blenheim,null,173.9598;-41.5136,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,173.9598;-41.5136
,Feature,2022-07-26,LIMITED,Available (Limited),1044,true,Bacchus Marsh,null,null,,Bacchus Marsh,null,144.4463;-37.6764,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	7kg Multi-rotor drone (IP44)	- Weather Resistant & High Winds Capable	- 40+mins Endurance	4 Sensor Payload Attachment (2.7kg max lifting)	- 23x Optical Zoom (200x Digital) 	- 640x512 Radiometric Thermal Camera	- 1.2km Laser Range Finder	- 4k Video & 20MP	Configuration:	DJI M300 RTK w/ H20T	,Point,144.4463;-37.6764
,Feature,2022-07-26,AVAILABLE,Available,2177,false,403 Rangitikei Valley Road,null,null,,403 Rangitikei Valley Road,null,175.5987;-40.0045,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,175.5987;-40.0045
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,2298,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unserviceable:	14	000 litres fuel available at CATTAI BASE FLIR Camera	 Long Line & Remote Electric Lifting Hook	,Point,
,Feature,2022-07-26,AVAILABLE,Available,2297,false,183 Wickham Terrace,null,null,,183 Wickham Terrace,null,153.0243;-27.4648,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	RPAS - DRONE	,Point,153.0243;-27.4648
,Feature,2022-07-26,AVAILABLE,Available,2055,false,508 Scarborough Road,null,null,,508 Scarborough Road,null,175.8026;-40.4624,false,ABD,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,175.8026;-40.4624
,Feature,2022-07-26,AVAILABLE,Available,2296,false,183 Wickham Terrace,null,null,,183 Wickham Terrace,null,153.0243;-27.4648,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	RPAS - Drone	,Point,153.0243;-27.4648
,Feature,2022-07-26,AVAILABLE,Available,2054,false,3266 Kawatiri-Murchison Highway,null,null,,3266 Kawatiri-Murchison Highway,null,172.3517;-41.7964,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	1200l bucket B3	,Point,172.3517;-41.7964
,Feature,2022-07-26,UNAVAILABLE,Unavailable,1086,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,1048,true,Blenheim,null,null,,Blenheim,null,173.9598;-41.5136,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,173.9598;-41.5136
,Feature,2022-07-26,AVAILABLE,Available,2295,false,183 Wickham Terrace,null,null,,183 Wickham Terrace,null,153.0243;-27.4648,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	RPAS - DRONES	,Point,153.0243;-27.4648
,Feature,2022-07-26,AVAILABLE,Available,2174,false,Chatham Islands Tuuta Airport,null,null,,Chatham Islands Tuuta Airport,null,-176.4737;-43.8161,false,BD,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,-176.4737;-43.8161
,Feature,2022-07-26,AVAILABLE,Available,2053,false,Taupo Airport,null,null,,Taupo Airport,null,176.0835;-38.7408,false,ABD,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,176.0835;-38.7408
,Feature,2022-07-26,AVAILABLE,Available,2294,false,183 Wickham Terrace,null,null,,183 Wickham Terrace,null,153.0243;-27.4648,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	RPAS Drone	,Point,153.0243;-27.4648
,Feature,2022-07-26,AVAILABLE,Available,2173,false,Omaka Aviation Heritage Centre,null,null,,Omaka Aviation Heritage Centre,null,173.9297;-41.5378,false,BD,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,173.9297;-41.5378
,Feature,2022-07-26,UNAVAILABLE,Unavailable,2052,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unavailable:	in Maintenance	,Point,
,Feature,2022-07-26,AVAILABLE,Available,2293,false,183 Wickham Terrace,null,null,,183 Wickham Terrace,null,153.0243;-27.4648,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	RPAS (Drone)	,Point,153.0243;-27.4648
,Feature,2022-07-26,AVAILABLE,Available,2172,false,Helicopters Otago,null,null,,Helicopters Otago,null,170.3651;-45.8615,false,BD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,170.3651;-45.8615
,Feature,2022-07-26,AVAILABLE,Available,2051,false,64 Grant Road,null,null,,64 Grant Road,null,168.7471;-45.0161,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Twin Engine Helicopter	Configuration:	Air Platform / 600L Dew Drop Bucket & 120Ft+ Longline	,Point,168.7471;-45.0161
,Feature,2022-07-26,AVAILABLE,Available,2050,false,64 Grant Road,null,null,,64 Grant Road,null,168.7471;-45.0161,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	After hours dispatch time may increase to 30 mins	NVG / Night Vision Capable with Nick 0272886973	Configuration:	1000L Cloudburst Bucket 120ft+ longline / NVG capable	,Point,168.7471;-45.0161
,Feature,2022-07-26,AVAILABLE,Available,2170,false,115 James Road,null,null,,115 James Road,null,174.2302;-35.6997,false,NA,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,174.2302;-35.6997
,Feature,2022-07-26,AVAILABLE,Available,771,false,Moorabbin Airport,null,null,,Moorabbin Airport,null,145.1017;-37.9786,false,ABD,null,150,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,145.1017;-37.9786
,Feature,2022-07-26,UNAVAILABLE,Unavailable,650,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,772,false,Moorabbin Airport,null,null,,Moorabbin Airport,null,145.0947;-37.9761,false,ABD,null,150,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	7 - 8 pax	,Point,145.0947;-37.9761
,Feature,2022-07-26,UNAVAILABLE,Unavailable,651,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,773,false,Moorabbin Airport,null,null,,Moorabbin Airport,null,145.0947;-37.9761,false,ABD,null,150,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	6-7 pax	,Point,145.0947;-37.9761
,Feature,2022-07-26,LIMITED,Available (Limited),531,false,Rotor-Lift Aviation,null,null,,Rotor-Lift Aviation,null,147.5009;-42.8388,false,,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	long line and bucket	,Point,147.5009;-42.8388
,Feature,2022-07-26,AVAILABLE,Available,895,false,Kempsey Airport,null,null,,Kempsey Airport,null,152.7659;-31.0684,false,BD,null,720,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	AAS	 Bucket and Long Line	 Incendiary available	,Point,152.7659;-31.0684
,Feature,2022-07-26,AVAILABLE,Available,532,false,Rotor-Lift Aviation,null,null,,Rotor-Lift Aviation,null,147.5009;-42.8388,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Observation	 Bucket.	,Point,147.5009;-42.8388
,Feature,2022-07-26,AVAILABLE,Available,411,false,Cairns Airport,null,null,,Cairns Airport,null,145.7499;-16.8778,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,145.7499;-16.8778
,Feature,2022-07-26,AVAILABLE,Available,653,false,Mundays Lane	 Springrange NSW,null,null,,Mundays Lane	 Springrange NSW,null,149.0538;-35.089,false,,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Air Attack / Bombing	,Point,149.0538;-35.089
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,2169,false,1172 Motunau Beach Road,null,null,,1172 Motunau Beach Road,null,173.035;-43.0405,false,ABD,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unserviceable:	Aircraft out on maintance	Configuration:	Seat	,Point,173.035;-43.0405
,Feature,2022-07-26,AVAILABLE,Available,2289,false,183 Wickham Terrace,null,null,,183 Wickham Terrace,null,153.0243;-27.4648,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	RPAS - DRONE	,Point,153.0243;-27.4648
,Feature,2022-07-26,AVAILABLE,Available,2168,false,Dukes Road North	 Mosgiel	 New Zealand,null,null,,Dukes Road North	 Mosgiel	 New Zealand,null,170.3587;-45.8582,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,170.3587;-45.8582
,Feature,2022-07-26,AVAILABLE,Available,534,false,Rotor-Lift Aviation,null,null,,Rotor-Lift Aviation,null,147.5009;-42.8388,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Air attack	 crew insertion	 SIG camera service.	,Point,147.5009;-42.8388
,Feature,2022-07-26,AVAILABLE,Available,2288,false,183 Wickham Terrace,null,null,,183 Wickham Terrace,null,153.0243;-27.4648,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	RPAS DRONE	,Point,153.0243;-27.4648
,Feature,2022-07-26,AVAILABLE,Available,2167,false,Dukes Road North	 Mosgiel	 New Zealand,null,null,,Dukes Road North	 Mosgiel	 New Zealand,null,170.3586;-45.8582,false,ABD,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,170.3586;-45.8582
,Feature,2022-07-26,AVAILABLE,Available,658,false,,null,null,,,null,,false,,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Air Attack / Bombing	,Point,
,Feature,2022-07-26,AVAILABLE,Available,2180,false,403 Rangitikei Valley Road,null,null,,403 Rangitikei Valley Road,null,175.5989;-40.0044,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	experienced fire fighting pilot	Configuration:	Bell 505	 Bucket & foamer	 passenger push to talk for 3 radios	,Point,175.5989;-40.0044
,Feature,2022-07-26,AVAILABLE,Available,1036,true,Plimmerton,null,null,,Plimmerton,null,174.8653;-41.082,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Please call Jack on 0273708750 for booking and deployment	,Point,174.8653;-41.082
,Feature,2022-07-26,AVAILABLE,Available,1035,true,18 Ulric Street,null,null,,18 Ulric Street,null,174.8715;-41.0789,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,174.8715;-41.0789
,Feature,2022-07-26,AVAILABLE,Available,1033,true,Plimmerton,null,null,,Plimmerton,null,174.8653;-41.082,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Please call Jack on 0273708750 Or Ryan on 02108344290	,Point,174.8653;-41.082
,Feature,2022-07-26,AVAILABLE,Available,2067,false,Milford Sound Airport,null,null,,Milford Sound Airport,null,167.9242;-44.6737,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,167.9242;-44.6737
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,2188,false,Hastings Aerodrome,null,null,,Hastings Aerodrome,null,176.7655;-39.6469,false,ABD,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,176.7655;-39.6469
,Feature,2022-07-26,AVAILABLE,Available,2066,false,250 Ocean Beach Road,null,null,,250 Ocean Beach Road,null,168.3104;-46.5922,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,168.3104;-46.5922
,Feature,2022-07-26,AVAILABLE,Available,2187,false,Hastings Aerodrome,null,null,,Hastings Aerodrome,null,176.7655;-39.6469,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	A/H 30m (lives within 5 mins of hangar base)	,Point,176.7655;-39.6469
,Feature,2022-07-26,AVAILABLE,Available,2065,false,42 Aviation Drive,null,null,,42 Aviation Drive,null,167.642;-45.534,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,167.642;-45.534
,Feature,2022-07-26,AVAILABLE,Available,2182,false,Whanganui Airport,null,null,,Whanganui Airport,null,175.0241;-39.9607,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,175.0241;-39.9607
,Feature,2022-07-26,AVAILABLE,Available,2061,false,10 Aerodrome Road,null,null,,10 Aerodrome Road,null,177.9856;-38.6613,false,NA,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,177.9856;-38.6613
,Feature,2022-07-26,AVAILABLE,Available,2181,false,Nelson Airport,null,null,,Nelson Airport,null,173.222;-41.2968,false,NA,null,60,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,173.222;-41.2968
,Feature,2022-07-26,UNAVAILABLE,Unavailable,783,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,662,false,Canberra Airport,null,null,,Canberra Airport,null,149.1934;-35.3052,false,,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Air Attack / Bombing	,Point,149.1934;-35.3052
,Feature,2022-07-26,UNAVAILABLE,Unavailable,300,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,422,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,543,false,Wagga Wagga Airport,null,null,,Wagga Wagga Airport,null,147.4619;-35.1591,false,,null,90,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	pax	,Point,147.4619;-35.1591
,Feature,2022-07-26,AVAILABLE,Available,544,false,Wagga Wagga Airport,null,null,,Wagga Wagga Airport,null,147.4619;-35.1591,false,,null,90,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	pax	,Point,147.4619;-35.1591
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,2179,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unserviceable:	Pilot Dave Little 027 3286885	Pilot Hayden Gould 027 3286887	Office 06 3286887	,Point,
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,2058,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,303,false,Darwin International Airport,null,null,,Darwin International Airport,null,130.8776;-12.4112,false,ABD,null,90,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	pax & freight	,Point,130.8776;-12.4112
,Feature,2022-07-26,AVAILABLE,Available,2178,false,Double Hill,null,null,,Double Hill,null,171.3979;-43.3276,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Best contact number for Simon Werthmuller 03 318 6887 next best 0274 472 856 (no texts) leave voice message next best simon@rangiheli.co.nz	Configuration:	MD520 Notor	 with fire bucket and foamer	,Point,171.3979;-43.3276
,Feature,2022-07-26,AVAILABLE,Available,2057,false,Way 2 Go Heliservices,null,null,,Way 2 Go Heliservices,null,172.5426;-43.2878,false,NA,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,172.5426;-43.2878
,Feature,2022-07-26,AVAILABLE,Available,425,false,Moruya Airport,null,null,,Moruya Airport,null,150.1469;-35.9026,false,ABD,null,240,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Prior notice required please	Configuration:	New APX8500 agency radio	,Point,150.1469;-35.9026
,Feature,2022-07-26,AVAILABLE,Available,305,false,,null,null,,,null,,false,,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Recon	 Air attack	,Point,
,Feature,2022-07-26,AVAILABLE,Available,2070,false,Glentanner,null,null,,Glentanner,null,170.1253;-43.9077,false,ABD,null,45,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,170.1253;-43.9077
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,2191,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,2190,false,241 Elsthorpe Road,null,null,,241 Elsthorpe Road,null,176.6444;-39.9064,false,NA,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,176.6444;-39.9064
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,2199,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,Unserviceable:	1100L onboard	 1300L on support vehicle	,Point,
,Feature,2022-07-26,AVAILABLE,Available,2078,false,10 Lloyd Dunn Avenue,null,null,,10 Lloyd Dunn Avenue,null,169.2443;-44.7233,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,169.2443;-44.7233
,Feature,2022-07-26,AVAILABLE,Available,2077,false,10 Lloyd Dunn Avenue,null,null,,10 Lloyd Dunn Avenue,null,169.2443;-44.7233,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,169.2443;-44.7233
,Feature,2022-07-26,AVAILABLE,Available,2198,false,38 Goatley Road,null,null,,38 Goatley Road,null,174.645;-36.3826,false,NA,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Bambi Bucket can be used on Request	Configuration:	Belly Tank - 1200L +  25 seconds to Fill	,Point,174.645;-36.3826
,Feature,2022-07-26,AVAILABLE,Available,2197,false,Thames Airfield,null,null,,Thames Airfield,null,175.5496;-37.159,false,NA,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	1100L Bambi Bucket and 1300L on support vehicle.	,Point,175.5496;-37.159
,Feature,2022-07-26,AVAILABLE,Available,2076,false,10 Lloyd Dunn Avenue,null,null,,10 Lloyd Dunn Avenue,null,169.2443;-44.7233,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,169.2443;-44.7233
,Feature,2022-07-26,UNAVAILABLE,Unavailable,49,true,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,2195,false,165 Methven Highway,null,null,,165 Methven Highway,null,171.727;-43.8686,false,NA,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Fire Bombing	,Point,171.727;-43.8686
,Feature,2022-07-26,AVAILABLE,Available,2072,false,96 Ahaura Kopara Road,null,null,,96 Ahaura Kopara Road,null,171.5514;-42.351,false,ABD,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,171.5514;-42.351
,Feature,2022-07-26,AVAILABLE,Available,2193,false,26 Hawke Drive,null,null,,26 Hawke Drive,null,174.0464;-35.2827,false,BD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,174.0464;-35.2827
,Feature,2022-07-26,AVAILABLE,Available,2071,false,Glentanner,null,null,,Glentanner,null,170.1253;-43.9077,false,ABD,null,45,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,170.1253;-43.9077
,Feature,2022-07-26,AVAILABLE,Available,2192,false,26 Hawke Drive,null,null,,26 Hawke Drive,null,174.0464;-35.2827,false,BD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,174.0464;-35.2827
,Feature,2022-07-26,AVAILABLE,Available,670,false,Cairns,null,null,,Cairns,null,145.7781;-16.9186,false,ABD,null,120,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,145.7781;-16.9186
,Feature,2022-07-26,AVAILABLE,Available,791,false,,null,null,,,null,,false,,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Surveilance	 Mapping	,Point,
,Feature,2022-07-26,AVAILABLE,Available,793,false,Shepparton,null,null,,Shepparton,null,145.4;-36.3833,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,145.4;-36.3833
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,551,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,794,false,Shepparton,null,null,,Shepparton,null,145.4;-36.3833,false,ABD,null,30,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,145.4;-36.3833
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,310,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,795,false,Moorabbin Airport,null,null,,Moorabbin Airport,null,145.0947;-37.9761,false,BD,null,1080,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,145.0947;-37.9761
,Feature,2022-07-26,AVAILABLE,Available,796,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,797,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,2069,false,Glentanner Park Centre (Mount Cook),null,null,,Glentanner Park Centre (Mount Cook),null,170.1211;-43.9111,false,ABD,null,45,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,170.1211;-43.9111
,Feature,2022-07-26,AVAILABLE,Available,435,false,Benambra Airport,null,null,,Benambra Airport,null,147.7016;-36.9701,false,BD,null,720,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,147.7016;-36.9701
,Feature,2022-07-26,LIMITED,Available (Limited),314,false,WV+ Glenellen NSW,null,null,,WV+ Glenellen NSW,null,146.9127;-35.9068,false,ABD,null,720,null,null,null,null,null,,null,,,,,,null,null,false,,,,Availability:	Need lead time for crewing requirements	Configuration:	AA	AIMS	ADT	Water Bucketing	,Point,146.9127;-35.9068
,Feature,2022-07-26,UNAVAILABLE,Unavailable,2068,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,UNSERVICEABLE,Unserviceable,2189,false,,null,null,,,null,,false,,null,null,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,
,Feature,2022-07-26,AVAILABLE,Available,2081,false,561 Hanmer Springs Road,null,null,,561 Hanmer Springs Road,null,172.7927;-42.5677,false,ABD,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,172.7927;-42.5677
,Feature,2022-07-26,AVAILABLE,Available,2080,false,10 Lloyd Dunn Avenue,null,null,,10 Lloyd Dunn Avenue,null,169.2443;-44.7233,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,169.2443;-44.7233
,Feature,2022-07-26,AVAILABLE,Available,2087,false,Aspiring Helicopters,null,null,,Aspiring Helicopters,null,168.9269;-44.6336,false,NA,null,20,null,null,null,null,null,,null,,,,,,null,null,false,,,,Configuration:	Bucket	 longline	 air attack platform	,Point,168.9269;-44.6336
,Feature,2022-07-26,AVAILABLE,Available,2086,false,R+MW Wanaka	 Otago	 New Zealand,null,null,,R+MW Wanaka	 Otago	 New Zealand,null,169.0923;-44.6933,false,ABD,null,15,null,null,null,null,null,,null,,,,,,null,null,false,,,,,Point,169.0923;-44.6933
