id,entityID,url,airframe,make,model,category,categoryReadable,imei,icaoCode,profilePhotoBig,profilePhotoSmall,callsign,registration,waterCapacity,hasFoamSuppresant,foamCapacity,hasGelSuppresant,gelCapacity,engineType,numEngines,engineMake,engineModel,fuelType,landingGear,mtow,countryOfRegistration,registrationStatus,serialNumber,coaCategory,canFirebomb,firebombingType,firebombingMakeAndModel,splitLoadMultiDrop,hasFirebombingBackup,firebombingBackupType,firebombingBackupCapacity,firebombingBackupMakeAndModel,hasIntelGathering,fuelConsumptionRate,canWinch,operatingSpeed,seats,id,url,entityID,name,registeredName,telephone,operationalContact,email,name,.aircraft[].serviceRoles[].approvedBy[],.aircraft[].approvedByAgencies[],.aircraft[].jurisdictions[],warnings,change,.aircraft[].capabilities[],id,name,jurisdiction,id,name,jurisdiction,name,.aircraft[].serviceRoles[]
2413,85605,https://arena.nafc.org.au/resource/api/ext/aircraft/2413,FIXED_WING,CESSNA AIRCRAFT COMPANY,182Q,FixAas,FW - AAS / Recce,,7C1B6F,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0142/4101/med-1F3D44BE_42CD_4CBF_BB64_05E2380D4845.jpeg,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0142/4101/small-1F3D44BE_42CD_4CBF_BB64_05E2380D4845.jpeg,,VH-FPD,,,,,,Piston,1,TELEDYNE-CONTINENTAL MOTORS,O-470U,Gasoline - AvGas,Tricycle - Fixed,1338,Australia,Full Registration,18266547,Active (Normal),false,null,,,,null,,,null,50,null,90,4,195,https://arena.nafc.org.au/resource/api/ext/operators/195,31532,Seaair Adventure Charters,Stawilton No 110 P/L,+61364421220,+61418326228,seaair@bigpond.com,Transport - Passenger - Low Capacity,,,,true,2020-11-05T07:43:28+1100,,1,NSW - RFS,NSW,,,,,
2421,85704,https://arena.nafc.org.au/resource/api/ext/aircraft/2421,HELICOPTER,MESSERSCHMITT-BOLKOW-BLOHM GMBH,MBB BK 117 B-2,RotType2,RW - Type 2 Medium,,7C778A,,,,VH-XWC,1000,false,,,,Turboshaft,2,TEXTRON LYCOMING,LTS101-750B-1,Kerosene - JetA1,Skid,3350,Australia,Full Registration,7232,Active (Transport),true,Bucket,SEI Bambi BB2226,false,false,,,,null,,,,8,190,https://arena.nafc.org.au/resource/api/ext/operators/190,30204,Heliwest,Rotorwest,+61894997700,+61458888811,operations@heliwest.com.au,Sling Load - Short Line,,,,true,2020-11-10T15:33:42+1100,Has Sling Load Capability;Has Firebombing System,2,QLD - QFES,QLD,,,,,
2429,85793,https://arena.nafc.org.au/resource/api/ext/aircraft/2429,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3E,RotType3,RW - Type 3 Light,300434064245310,,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0148/7070/med-IAE.jpeg,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0148/7070/small-IAE.jpeg,IAE-(B3),ZK-IAE,1200,true,60,false,,Turboshaft,1,TURBOMECA ENGINES,ARRIEL 2B1,Kerosene - JetA1,Skid - High Skids,2370,New Zealand,Full Registration,8052,Dual Category,true,Bucket,Bambi,false,true,Bucket,1000,Lakeview 1000l,null,180,false,80,6,433,https://arena.nafc.org.au/resource/api/ext/operators/433,77383,Lakeview Helicopters,Lakeview Helicopters Limited,+64274432088,+64274432088,brad@lvheli.co.nz,Sling Load - Long Line,,,,false,2021-11-23T07:25:02+1100,Has in Cockpit Video System (ICVS);Foam Dispensing System;Has Sling Load Capability;Has Aerial Incendiary System;Has Specialist Intel Gathering System;Has Backup Firebombing System;Has Firebombing System,1,NSW - RFS,NSW,,,,,
2438,85842,https://arena.nafc.org.au/resource/api/ext/aircraft/2438,FIXED_WING,BRITISH AEROSPACE (COMMERCIAL AIRCRAFT) LIMITED,BAE 146 SERIES 200,FixOther,FW - Other,,7C5E8E,,,,VH-SYO,,,,,,Turbofan,4,AVCO LYCOMING,ALF502 R-5,Kerosene - JetA1,,42184,Australia,Full Registration,E2108,Active (Transport),,null,,,,null,,,null,,null,,,292,https://arena.nafc.org.au/resource/api/ext/operators/292,46763,Pionair Australia Pty Ltd,Pionair Australia Pty Ltd,+61408796030,+61409146146,michael@pionair.com.au,Transport - Passenger - Low Capacity,,,,true,2020-11-09T16:15:10+1100,,17,VIC - DELWP,VIC,,,,,
2464,86032,https://arena.nafc.org.au/resource/api/ext/aircraft/2464,HELICOPTER,AMERICAN EUROCOPTER,AS350B3,null,Unspecified,,7C663F,,,,VH-UHD,,,,,,Turboshaft,1,SAFRAN HELICOPTER ENGINES,ARRIEL 2B1,Kerosene - JetA1,,2250,Australia,Full Registration,7230,Active (Normal),,,,,,,,,null,,,,,190,https://arena.nafc.org.au/resource/api/ext/operators/190,30204,Heliwest,Rotorwest,+61894997700,+61458888811,operations@heliwest.com.au,Incident Detection,,,,true,2020-11-10T16:22:49+1100,,2,QLD - QFES,QLD,,,,,
2465,86033,https://arena.nafc.org.au/resource/api/ext/aircraft/2465,HELICOPTER,AEROSPATIALE,350 B2,null,Unspecified,,7C3B3C,,,,VH-LZI,,,,,,Turboshaft,1,TURBOMECA,ARRIEL 1 D1,Kerosene - JetA1,,2250,Australia,Full Registration,2262,Draft,,,,,,,,,null,,,,,190,https://arena.nafc.org.au/resource/api/ext/operators/190,30204,Heliwest,Rotorwest,+61894997700,+61458888811,operations@heliwest.com.au,Airwork - Other,,,,true,2020-11-10T16:23:34+1100,,17,VIC - DELWP,VIC,,,,,
2466,86034,https://arena.nafc.org.au/resource/api/ext/aircraft/2466,HELICOPTER,EUROCOPTER,AS 350 B3,RotType3,RW - Type 3 Light,,7C6655,,,,VH-UHZ,,,,,,Turboshaft,1,SAFRAN HELICOPTER ENGINES,ARRIEL 2B1,Kerosene - JetA1,,2250,Australia,Full Registration,4077,Draft,,,,,,,,,null,,,,,190,https://arena.nafc.org.au/resource/api/ext/operators/190,30204,Heliwest,Rotorwest,+61894997700,+61458888811,operations@heliwest.com.au,Firebombing,,,,true,2020-11-10T16:23:59+1100,,17,VIC - DELWP,VIC,,,,,
2467,86037,https://arena.nafc.org.au/resource/api/ext/aircraft/2467,HELICOPTER,EUROCOPTER,AS 350 B2,RotType3,RW - Type 3 Light,,7C7FA2,,,FIREBIRD 244,VH-ZHW,,,,,,Turboshaft,1,TURBOMECA,ARRIEL 1 D1,Kerosene - JetA1,,2250,Australia,Full Registration,4256,Draft,,,,,,,,,null,,,,,190,https://arena.nafc.org.au/resource/api/ext/operators/190,30204,Heliwest,Rotorwest,+61894997700,+61458888811,operations@heliwest.com.au,Air Attack Supervision,,,,true,2021-09-29T16:45:17+1000,,1,NSW - RFS,NSW,,,,,
2469,86055,https://arena.nafc.org.au/resource/api/ext/aircraft/2469,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,,7C3528,,,,VH-KSA,,,,,,Turboprop,1,PRATT & WHITNEY CANADA,PT6A-114A,Kerosene - JetA1,Tricycle - Fixed,4110,Australia,Full Registration,208B0516,Active (Normal),false,null,,,,null,,,null,188,null,150,14,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Incident Observation,,,,true,2020-11-11T13:28:29+1100,,2,QLD - QFES,QLD,,,,,
2470,86062,https://arena.nafc.org.au/resource/api/ext/aircraft/2470,FIXED_WING,GIPPSAERO PTY LTD,GA8,FixAas,FW - AAS / Recce,30023406186186570,7C4361,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0139/7719/med-P1000583.JPG,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0139/7719/small-P1000583.JPG,,VH-NLF,,,,,,Piston,1,TEXTRON LYCOMING,IO-540-K1A5,Gasoline - AvGas,Tricycle - Fixed,1905,Australia,Full Registration,GA8-12-184,Active (Normal),false,null,,,,null,,,null,60,null,120,8,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Incident Mapping,,,,true,2021-06-04T15:53:14+1000,,17,VIC - DELWP,VIC,,,,,
2471,86067,https://arena.nafc.org.au/resource/api/ext/aircraft/2471,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,,7C398B,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0141/2520/med-LNH_OUTSIDE_LH.JPG,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0141/2520/small-LNH_OUTSIDE_LH.JPG,,VH-LNH,,,,,,Turboprop,1,PRATT & WHITNEY CANADA,PT6A-114A,Kerosene - JetA1,Tricycle - Fixed,4110,Australia,Full Registration,208B0590,Active (Normal),false,null,,,,null,,,null,188,null,159,14,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Transport - Fire & Emergency Crew,,,,true,2020-11-11T15:28:17+1100,,17,VIC - DELWP,VIC,,,,,
2472,86077,https://arena.nafc.org.au/resource/api/ext/aircraft/2472,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,,7C3992,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0141/2503/med-LNO_OUT_LH.JPG,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0141/2503/small-LNO_OUT_LH.JPG,,VH-LNO,,,,,,Turboprop,1,PRATT & WHITNEY CANADA,PT6A-114A,Kerosene - JetA1,Tricycle - Fixed,4110,Australia,Full Registration,208B0925,Active (Normal),false,null,,,,null,,,null,188,null,159,14,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Transport - General Cargo,,,,true,2020-11-11T18:29:07+1100,,1,NSW - RFS,NSW,,,,,
2473,86078,https://arena.nafc.org.au/resource/api/ext/aircraft/2473,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,,7C6284,,,,VH-TQU,,,,,,Turboprop,1,PRATT & WHITNEY CANADA,PT6A-114A,Kerosene - JetA1,Tricycle - Fixed,4110,Australia,Full Registration,208B2396,Draft,false,null,,,,null,,,null,188,null,159,11,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Aerial Ignition - Incendiaries - Machine,,,,true,2020-11-11T18:41:49+1100,,17,VIC - DELWP,VIC,,,,,
2474,86091,https://arena.nafc.org.au/resource/api/ext/aircraft/2474,FIXED_WING,PILATUS AIRCRAFT LTD,PC-12/45,null,Unspecified,,7C353C,,,,VH-KSU,,,,,,Turboprop,1,PRATT & WHITNEY CANADA,PT6A-67B,Kerosene - JetA1,Tricycle - Retractable,4500,Australia,Full Registration,434,Active (Normal),false,null,,,,null,,,null,210,null,240,9,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Aerial Ignition - Incendiaries - Manual,,,,true,2020-11-12T11:41:53+1100,,2,QLD - QFES,QLD,,,,,
2475,86093,https://arena.nafc.org.au/resource/api/ext/aircraft/2475,FIXED_WING,PILATUS AIRCRAFT LTD,PC-12/45,null,Unspecified,,7C4411,,,,VH-NQB,,,,,,Turboprop,1,PRATT & WHITNEY CANADA,PT6A-67B,Kerosene - JetA1,Tricycle - Retractable,4500,Australia,Full Registration,428,Active (Normal),false,null,,,,null,,,null,210,null,240,11,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Sling Load - Short Line,,,,true,2020-11-12T11:57:17+1100,,17,VIC - DELWP,VIC,,,,,
2476,86098,https://arena.nafc.org.au/resource/api/ext/aircraft/2476,FIXED_WING,PARTENAVIA COSTRUZIONI AERONAUTICHE SPA,P.68B,FixAas,FW - AAS / Recce,,7C4DDB,,,,VH-PNX,,,,,,Piston,2,TEXTRON LYCOMING,IO-360 (LYCOMING),Gasoline - AvGas,,1959,Australia,Full Registration,66,Active (Normal),,null,,,,null,,,null,,null,,,183,https://arena.nafc.org.au/resource/api/ext/operators/183,27520,Flinders Island Aviation Services,Sinclair Air Charter Pty Ltd,+61363593641,+61400734605,admin@flindersislandaviation.com,Sling Load - Long Line,,,,true,2020-11-12T14:44:38+1100,,2,QLD - QFES,QLD,,,,,
2477,86151,https://arena.nafc.org.au/resource/api/ext/aircraft/2477,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,,7C4412,,,,VH-NQC,,,,,,Turboprop,1,PRATT & WHITNEY CANADA,PT6A-114A,Kerosene - JetA1,Tricycle - Fixed,4110,Australia,Full Registration,208B2138,Active (Normal),false,null,,,,null,,,null,188,null,150,14,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Animal Control - Aerial Shooting,,,,true,2020-11-13T11:01:28+1100,,1,NSW - RFS,NSW,,,,,
2478,86152,https://arena.nafc.org.au/resource/api/ext/aircraft/2478,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,,7C4413,,,,VH-NQD,,,,,,Turboprop,1,PRATT & WHITNEY CANADA,PT6A-114A,Kerosene - JetA1,Tricycle - Fixed,4110,Australia,Full Registration,208B2139,Active (Normal),false,null,,,,null,,,null,188,null,150,14,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Incident Detection,,,,true,2020-11-13T11:01:47+1100,,17,VIC - DELWP,VIC,,,,,
2479,86153,https://arena.nafc.org.au/resource/api/ext/aircraft/2479,FIXED_WING,PILATUS AIRCRAFT LTD,PC-12/45,null,Unspecified,,7C4417,,,,VH-NQH,,,,,,Turboprop,1,PRATT & WHITNEY CANADA,PT6A-67B,Kerosene - JetA1,Tricycle - Retractable,4500,Australia,Full Registration,426,Active (Normal),false,null,,,,null,,,null,,null,,11,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Firebombing,,,,true,2020-11-13T11:02:03+1100,,2,QLD - QFES,QLD,,,,,
2480,86154,https://arena.nafc.org.au/resource/api/ext/aircraft/2480,FIXED_WING,BEECH AIRCRAFT CORP,B200,FixOther,FW - Other,,7C3F54,,,,VH-MSM,,,,,,Turboprop,2,PRATT & WHITNEY CANADA,PT6A-42,Kerosene - JetA1,,5670,Australia,Full Registration,BB-1464,Active (Normal),,null,,,,null,,,null,,null,,,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Air Attack Supervision,,,,true,2020-11-13T11:02:23+1100,,1,NSW - RFS,NSW,,,,,
2481,86155,https://arena.nafc.org.au/resource/api/ext/aircraft/2481,FIXED_WING,RAYTHEON AIRCRAFT COMPANY,B200,FixOther,FW - Other,,7C335B,,,,VH-KFH,,,,,,Turboprop,2,PRATT & WHITNEY CANADA,PT6A-42,Kerosene - JetA1,,5670,Australia,Full Registration,BB-1641,Active (Normal),false,null,,,,null,,,null,,null,,,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Incident Observation,,,,true,2020-11-13T11:02:40+1100,,1,NSW - RFS,NSW,,,,,
2482,86156,https://arena.nafc.org.au/resource/api/ext/aircraft/2482,FIXED_WING,BEECH AIRCRAFT CORP,B200,FixOther,FW - Other,,7C3358,,,,VH-KFE,,,,,,Turboprop,2,PRATT & WHITNEY CANADA,PT6A-42,Kerosene - JetA1,,5670,Australia,Full Registration,BB-1172,Active (Normal),false,null,,,,null,,,null,,null,,,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Incident Mapping,,,,true,2020-11-13T11:02:59+1100,,2,QLD - QFES,QLD,,,,,
2483,86157,https://arena.nafc.org.au/resource/api/ext/aircraft/2483,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,,7C4222,,,,VH-NCK,,,,,,Turboprop,1,PRATT & WHITNEY CANADA,PT6A-114A,Kerosene - JetA1,Tricycle - Fixed,4110,Australia,Full Registration,208B1129,Active (Normal),false,null,,,,null,,,null,188,null,150,14,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Transport - Fire & Emergency Crew,,,,true,2020-11-13T11:03:27+1100,,17,VIC - DELWP,VIC,,,,,
2484,86158,https://arena.nafc.org.au/resource/api/ext/aircraft/2484,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,,7C447E,,,,VH-NTC,,,,,,Turboprop,1,PRATT & WHITNEY CANADA,PT6A-114A,Kerosene - JetA1,Tricycle - Fixed,4110,Australia,Full Registration,208B0418,Active (Normal),false,null,,,,null,,,null,188,null,150,14,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Transport - General Cargo,,,,true,2020-11-13T11:03:44+1100,,17,VIC - DELWP,VIC,,,,,
2485,86159,https://arena.nafc.org.au/resource/api/ext/aircraft/2485,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,,7C4297,,,,VH-NFT,,,,,,Turboprop,1,PRATT & WHITNEY CANADA,PT6A-114A,Kerosene - JetA1,Tricycle - Fixed,4110,Australia,Full Registration,208B1057,Active (Normal),false,null,,,,null,,,null,188,null,150,14,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Transport - Passenger - Low Capacity,,,,true,2020-11-13T11:04:00+1100,,1,NSW - RFS,NSW,,,,,
2486,86160,https://arena.nafc.org.au/resource/api/ext/aircraft/2486,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,,7C1B5D,,,,VH-FOV,,,,,,Turboprop,1,PRATT & WHITNEY CANADA,PT6A-114A,Kerosene - JetA1,Tricycle - Fixed,4110,Australia,Full Registration,208B1120,Active (Normal),false,null,,,,null,,,null,188,null,150,14,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Aerial Ignition - Incendiaries - Machine,,,,true,2020-11-13T11:04:12+1100,,17,VIC - DELWP,VIC,,,,,
2487,86161,https://arena.nafc.org.au/resource/api/ext/aircraft/2487,FIXED_WING,CESSNA AIRCRAFT COMPANY,208B,FixAas,FW - AAS / Recce,,7C3991,,,,VH-LNN,,,,,,Turboprop,1,PRATT & WHITNEY CANADA,PT6A-114A,Kerosene - JetA1,Tricycle - Fixed,4110,Australia,Full Registration,208B0801,Active (Normal),false,null,,,,null,,,null,188,null,150,14,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Sling Load - Short Line,,,,true,2020-11-13T11:04:31+1100,,2,QLD - QFES,QLD,,,,,
2488,86162,https://arena.nafc.org.au/resource/api/ext/aircraft/2488,FIXED_WING,TEXTRON AVIATION INC.,208B,FixAas,FW - AAS / Recce,,7C6278,,,,VH-TQI,,,,,,Turboprop,1,PRATT & WHITNEY CANADA,PT6A-140,Kerosene - JetA1,Tricycle - Fixed,4110,Australia,Full Registration,208B5488,,false,null,,,,null,,,null,,null,165,14,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Aerial Ignition - Incendiaries - Manual,,,,true,2020-11-13T11:05:26+1100,,17,VIC - DELWP,VIC,,,,,
2489,86163,https://arena.nafc.org.au/resource/api/ext/aircraft/2489,FIXED_WING,BEECH AIRCRAFT CORP,B200,FixOther,FW - Other,,7C4CB7,,,,VH-PFT,,,,,,Turboprop,2,PRATT & WHITNEY CANADA,PT6A-42,Kerosene - JetA1,,5670,Australia,Full Registration,BB932,,,null,,,,null,,,null,,null,,,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Airwork - Other,,,,true,2020-11-13T11:06:31+1100,,17,VIC - DELWP,VIC,,,,,
2490,86164,https://arena.nafc.org.au/resource/api/ext/aircraft/2490,FIXED_WING,CESSNA AIRCRAFT COMPANY,510,FixOther,FW - Other,,7C6CE8,,,,VH-VSQ,,,,,,Turbofan,2,PRATT & WHITNEY CANADA,PW615F-A,Kerosene - JetA1,,3921,Australia,Full Registration,510-0358,Active (Normal),,null,,,,null,,,null,,null,,,555,https://arena.nafc.org.au/resource/api/ext/operators/555,86050,Aviair,Aviair Pty Ltd,+61891669300,+61499976646,dworthington@aviair.com.au,Animal Control - Aerial Shooting,,,,true,2020-11-13T11:06:44+1100,,1,NSW - RFS,NSW,,,,,
2491,86336,https://arena.nafc.org.au/resource/api/ext/aircraft/2491,HELICOPTER,EUROCOPTER DEUTSCHLAND GMBH,MBB - BK 117 B-2,RotType2,RW - Type 2 Medium,C20000067,7C02C5,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0140/4206/med-Exterior.jpg,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0140/4206/small-Exterior.jpg,HELITAK 750,VH-ATZ,1000,true,,false,,Turboshaft,2,HONEYWELL INTERNATIONAL INC.,LTS101-850B-2,Kerosene - JetA1,Skid,3349,Australia,Full Registration,7074,Active (Transport),true,Bucket,Bambi Max,true,true,Bucket,,,null,280,true,120,9,173,https://arena.nafc.org.au/resource/api/ext/operators/173,24713,Rotorlift Pty Ltd,SKYPLAN AUSTRALIA PTY LTD,+61362484117,+61401869761,operations@rotorlift.com.au,Sling Load - Long Line,,,,false,2021-10-07T10:27:35+1100,Foam Dispensing System;Split Load / Multi-Drop Capability;Has Sling Load Capability;Has Aerial Incendiary System;Has Backup Firebombing System;Has Firebombing System;Has Winch Capability,2,QLD - QFES,QLD,,,,,
2492,86374,https://arena.nafc.org.au/resource/api/ext/aircraft/2492,HELICOPTER,ROBINSON HELICOPTER CO,R22 BETA,RotOther,RW - Other,,7C24E0,,,,VH-HKI,,,,,,Piston,1,TEXTRON LYCOMING,O-360-J2A,Gasoline - AvGas,Skid,622,Australia,Full Registration,4718,Active (Normal),,,,,,,,,null,36,,60,2,316,https://arena.nafc.org.au/resource/api/ext/operators/316,51042,SCOTT BRIDLE HELICOPTERS PTY LTD,SCOTT BRIDLE HELICOPTERS,+61429674114,+61429674114,scottybridle@yahoo.com.au,Airwork - Other,,,,true,2020-11-19T07:13:16+1100,,17,VIC - DELWP,VIC,,,,,
2493,86433,https://arena.nafc.org.au/resource/api/ext/aircraft/2493,FIXED_WING,CESSNA AIRCRAFT COMPANY,172N,FixAas,FW - AAS / Recce,,7C6841,,,,VH-UVN,,,,,,Piston,1,TEXTRON LYCOMING,O-320,Gasoline - AvGas,,1043,Australia,Full Registration,17269466,Active (Normal; Utility),,null,,,,null,,,null,,null,,,557,https://arena.nafc.org.au/resource/api/ext/operators/557,86404,KALBARRI SCENIC FLIGHTS PTY LTD,Kalbarri Scenic Flights Pty Ltd,+61893900999,+61410413661,info@nationwest.com.au,Airwork - Other,,,,true,2020-11-19T14:25:37+1100,,2,QLD - QFES,QLD,,,,,
2494,86435,https://arena.nafc.org.au/resource/api/ext/aircraft/2494,FIXED_WING,CESSNA AIRCRAFT COMPANY,207A,null,Unspecified,,7C3DE0,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0140/5822/med-Screen_Shot_2020_11_19_at_11.35.26_am.png,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0140/5822/small-Screen_Shot_2020_11_19_at_11.35.26_am.png,,VH-MIA,,,,,,Piston,1,TELEDYNE-CONTINENTAL MOTORS,IO-520,Gasoline - AvGas,Tricycle - Fixed,1723,Australia,Full Registration,20700738,Active (Normal),false,null,,,,null,,,null,60,null,115,2,557,https://arena.nafc.org.au/resource/api/ext/operators/557,86404,KALBARRI SCENIC FLIGHTS PTY LTD,Kalbarri Scenic Flights Pty Ltd,+61893900999,+61410413661,info@nationwest.com.au,Firebombing,,,,true,2020-11-19T14:26:35+1100,,17,VIC - DELWP,VIC,,,,,
2495,86436,https://arena.nafc.org.au/resource/api/ext/aircraft/2495,FIXED_WING,CESSNA AIRCRAFT COMPANY,U206G,FixAas,FW - AAS / Recce,,7C6FE5,,,,VH-WDZ,,,,,,Piston,1,TELEDYNE-CONTINENTAL MOTORS,IO-520,Gasoline - AvGas,,1632,Australia,Full Registration,U20605953,Active (Normal),,null,,,,null,,,null,,null,,,557,https://arena.nafc.org.au/resource/api/ext/operators/557,86404,KALBARRI SCENIC FLIGHTS PTY LTD,Kalbarri Scenic Flights Pty Ltd,+61893900999,+61410413661,info@nationwest.com.au,Transport - Fire & Emergency Crew,,,,true,2020-11-19T14:27:10+1100,,1,NSW - RFS,NSW,,,,,
2496,86532,https://arena.nafc.org.au/resource/api/ext/aircraft/2496,HELICOPTER,AIRBUS HELICOPTERS,AS 350 B3E,RotType3,RW - Type 3 Light,5X200225000884,7C171C,,,FIREBIRD 429,VH-EUM,1100,true,20,false,,Turbojet,1,SAFRAN,ARRIEL 2B1,Kerosene - JetA1,Skid - High Skids,2500,Australia,Full Registration,7567,Charter,true,Belly Tank,simplex,true,true,Bucket,800,Water Hog 800,null,190,false,120,5,200,https://arena.nafc.org.au/resource/api/ext/operators/200,32723,null,Stirling Helicopters Pty Ltd,+61407769755,+61407769755,admin@stirlinghelicopters.com.au,Transport - General Cargo,,,,true,2021-10-08T09:16:39+1100,Foam Dispensing System;Split Load / Multi-Drop Capability;Has Sling Load Capability;Has Aerial Incendiary System;Has Backup Firebombing System;Has Firebombing System,17,VIC - DELWP,VIC,,,,,
2497,86634,https://arena.nafc.org.au/resource/api/ext/aircraft/2497,HELICOPTER,EUROCOPTER,AS 350 BA,RotType3,RW - Type 3 Light,300234060417660,,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0166/3004/med-IMG_1977.JPG,https://s3-ap-southeast-2.amazonaws.com/nafc-arena-prod/files/0166/3004/small-IMG_1977.JPG,HSE-(BA),ZK-HSE,650,true,,false,,Turboshaft,1,TURBOMECA ENGINES,ARRIEL IB,Kerosene - JetA1,Skid,2100,New Zealand,Full Registration,2051,Standard,true,Bucket,Cloudburst,false,false,,,,null,180,false,80,6,439,https://arena.nafc.org.au/resource/api/ext/operators/439,77462,Precision Helicopters	 PHL,Precision Helicopters Limited,+6467551685,+6467551685,admin@precisionhelicopters.com,Transport - Passenger - Low Capacity,,,,false,2022-01-18T18:35:47+1100,Has in Cockpit Video System (ICVS);Foam Dispensing System;Has Sling Load Capability;Has Firebombing System,1,NSW - RFS,NSW,,,,,
