id,entityID,url,imei,isVehicle,description,isSuppressantMixer,isRetardantMixer,isRefueler,fuelType,registration,id,url,entityID,name,registeredName,telephone,operationalContact,email,.equipment[].serviceRoles[],.equipment[].approvedByAgencies[],.equipment[].jurisdictions[],warnings,change,.equipment[].capabilities[],name,id,name,jurisdiction,id,name,jurisdiction,name,.equipment[].serviceRoles[].approvedBy[]
543,58664,https://arena.nafc.org.au/resource/api/ext/equipment/543,,true,Drum Fuel Trailer,false,false,true,Kerosene - JetA1,U38309,35,https://arena.nafc.org.au/resource/api/ext/operators/35,636,United Aero Helicopters,Aviation Utilities Pty Ltd,+61246553040,+61447350002,info@unitedaero.com.au,,,,true,2018-09-15T18:39:35+1000,Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
544,58665,https://arena.nafc.org.au/resource/api/ext/equipment/544,,true,(AS604) 6 Axle Semi Trailer with 40	000Lt Jet-A1 Tanker,false,false,true,Kerosene - JetA1,XQ 77AW,35,https://arena.nafc.org.au/resource/api/ext/operators/35,636,United Aero Helicopters,Aviation Utilities Pty Ltd,+61246553040,+61447350002,info@unitedaero.com.au,,,,true,2018-11-18T20:11:54+1100,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
545,58779,https://arena.nafc.org.au/resource/api/ext/equipment/545,,false,Flir Camera,false,false,false,,,85,https://arena.nafc.org.au/resource/api/ext/operators/85,4931,National Helicopters Pty Ltd,National Helicopters Pty Ltd,+61417417211,+61417417211,peter@nationalhelicopters.com.au,,,,false,2019-12-13T19:43:15+1100,,Refueler - Mobile,,,,,,,,
547,58819,https://arena.nafc.org.au/resource/api/ext/equipment/547,,false,CM202 Multi Sensor Gimbal Camera,false,false,false,,,79,https://arena.nafc.org.au/resource/api/ext/operators/79,3999,Skyline Helicopters,Skyline Aviation Group Pty Ltd,+61249451491,+61491237488,info@skylineaviation.com.au,,,,true,2019-11-07T15:01:11+1100,,Retardant Mixer - Mobile,,,,,,,,
550,58903,https://arena.nafc.org.au/resource/api/ext/equipment/550,,true,FLIR Duo Pro R Infrared camera,true,true,true,,,4,https://arena.nafc.org.au/resource/api/ext/operators/4,20,Fleet Helicopters,Aerial Agriculture Pty Ltd,+61267722348,+61267722348,claire@fleethelicopters.com.au,,,,false,2018-08-08T09:43:12+1000,Is Suppressant Mixer;Is Retardant Mixer;Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
551,58906,https://arena.nafc.org.au/resource/api/ext/equipment/551,,true,FLIR Duo Pro R Infrared camera,true,true,true,,,23,https://arena.nafc.org.au/resource/api/ext/operators/23,317,Commercial Helicopters (Aust) Pty Ltd,Commercial Helicopters (Aust) Pty Ltd,+61263727622,+61263727622,ops@commercialhelicopters.com,,,,false,2018-08-08T09:44:38+1000,Is Suppressant Mixer;Is Retardant Mixer;Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
552,58945,https://arena.nafc.org.au/resource/api/ext/equipment/552,,true,,true,true,true,Kerosene - JetA1,WY14591,340,https://arena.nafc.org.au/resource/api/ext/operators/340,58695,SMOKEY AVIATION PTY LTD,SMOKEY AVIATION PTY LTD,+61427282260,+61427282260,smokeyaviation@gmail.com,,,,false,2019-02-18T11:09:45+1100,Is Suppressant Mixer;Is Retardant Mixer;Is Refueler;Is Vehicle,Retardant Mixer - Mobile,,,,,,,,
554,59056,https://arena.nafc.org.au/resource/api/ext/equipment/554,5X200225001039,true,Fuel tanker,false,false,true,Kerosene - JetA1,NQ95DM,32,https://arena.nafc.org.au/resource/api/ext/operators/32,582,Skyhook Helicopters,Skyhook Helicopters Pty Ltd,+61249191610,+61412042556,admin@skyhook.com.au,,,,true,2021-09-14T11:39:36+1000,Is Refueler;Is Vehicle,Suppressant Mixer - Mobile,,,,,,,,
556,59252,https://arena.nafc.org.au/resource/api/ext/equipment/556,,false,Raindance Incendary machine,false,false,false,,,70,https://arena.nafc.org.au/resource/api/ext/operators/70,3009,Heli-Central Pty Ltd,Heli-Central Pty Ltd,+61433161931,+61428844511,russell@1800helicopter.com.au,,,,true,2021-01-25T09:12:18+1100,,Refueler - Mobile,,,,,,,,
557,60615,https://arena.nafc.org.au/resource/api/ext/equipment/557,5X200225000979,true,T3901 - 34kL,false,false,true,Kerosene - JetA1,YN26AM - EXPIRES 13/08/2022,11,https://arena.nafc.org.au/resource/api/ext/operators/11,80,Aero Refuellers,Aero Refuellers a Division of K&S freighters Pty Ltd,+61260542209,+61400471224,paul.lefoe@ksgroup.com.au,,,,false,2021-09-29T17:51:40+1000,Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
558,60616,https://arena.nafc.org.au/resource/api/ext/equipment/558,5X200225000980,true,T3902 - 34kL,false,false,true,Kerosene - JetA1,YN27AM - EXPIRES 13/08/2022,11,https://arena.nafc.org.au/resource/api/ext/operators/11,80,Aero Refuellers,Aero Refuellers a Division of K&S freighters Pty Ltd,+61260542209,+61400471224,paul.lefoe@ksgroup.com.au,,,,false,2021-09-29T17:52:09+1000,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
559,60617,https://arena.nafc.org.au/resource/api/ext/equipment/559,5X200225000975,true,T3903 - 34kL,false,false,true,Kerosene - JetA1,YN23CA - EXPIRES 26/09/2022,11,https://arena.nafc.org.au/resource/api/ext/operators/11,80,Aero Refuellers,Aero Refuellers a Division of K&S freighters Pty Ltd,+61260542209,+61400471224,paul.lefoe@ksgroup.com.au,,,,false,2021-10-01T14:02:37+1000,Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
560,60618,https://arena.nafc.org.au/resource/api/ext/equipment/560,,true,D2997 - Prime Mover,false,false,true,Diesel,XV35BM - EXPIRES 26/10/2022,11,https://arena.nafc.org.au/resource/api/ext/operators/11,80,Aero Refuellers,Aero Refuellers a Division of K&S freighters Pty Ltd,+61260542209,+61400471224,paul.lefoe@ksgroup.com.au,,,,false,2021-10-26T14:08:08+1100,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
561,60619,https://arena.nafc.org.au/resource/api/ext/equipment/561,,true,D2998 - Prime Mover,false,false,true,Diesel,XV41BM - Expires 8/11/2022,11,https://arena.nafc.org.au/resource/api/ext/operators/11,80,Aero Refuellers,Aero Refuellers a Division of K&S freighters Pty Ltd,+61260542209,+61400471224,paul.lefoe@ksgroup.com.au,,,,false,2021-11-10T09:33:19+1100,Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
562,60620,https://arena.nafc.org.au/resource/api/ext/equipment/562,,true,D2999 - Prime Mover,false,false,true,Diesel,XV37BM - Expires 13/11/2022,11,https://arena.nafc.org.au/resource/api/ext/operators/11,80,Aero Refuellers,Aero Refuellers a Division of K&S freighters Pty Ltd,+61260542209,+61400471224,paul.lefoe@ksgroup.com.au,,,,false,2021-12-30T13:48:49+1100,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
564,60645,https://arena.nafc.org.au/resource/api/ext/equipment/564,5X200225001000,true,D3002 - 18kL,false,false,true,Kerosene - JetA1,XV53BJ - EXPIRES 02/01/2023,11,https://arena.nafc.org.au/resource/api/ext/operators/11,80,Aero Refuellers,Aero Refuellers a Division of K&S freighters Pty Ltd,+61260542209,+61400471224,paul.lefoe@ksgroup.com.au,,,,false,2022-02-02T16:51:33+1100,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
565,60651,https://arena.nafc.org.au/resource/api/ext/equipment/565,5X200225000987,true,D3001 - 18kL,false,false,true,Kerosene - JetA1,XV 44 BJ -Expires 17/12/2022,11,https://arena.nafc.org.au/resource/api/ext/operators/11,80,Aero Refuellers,Aero Refuellers a Division of K&S freighters Pty Ltd,+61260542209,+61400471224,paul.lefoe@ksgroup.com.au,,,,false,2021-12-17T09:13:10+1100,Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
567,60959,https://arena.nafc.org.au/resource/api/ext/equipment/567,,true,Toyota Hilux 4x4 dual-cab,false,false,true,Kerosene - JetA1,H02QN,155,https://arena.nafc.org.au/resource/api/ext/operators/155,22610,Helicopter Resources pty ltd,Helicopter Resources,+61362157000,+61407373577,basemanagerhobart@helires.com.au,,,,true,2019-10-04T09:54:19+1000,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
568,60962,https://arena.nafc.org.au/resource/api/ext/equipment/568,,true,Hilux 4x2 single cab tray back ute,false,false,true,Kerosene - JetA1,H85RC,155,https://arena.nafc.org.au/resource/api/ext/operators/155,22610,Helicopter Resources pty ltd,Helicopter Resources,+61362157000,+61407373577,basemanagerhobart@helires.com.au,,,,true,2019-10-04T09:54:19+1000,Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
570,61019,https://arena.nafc.org.au/resource/api/ext/equipment/570,5X200225000965,true,T3797 - 34kL,false,false,true,Kerosene - JetA1,09384S  - Expires 01/12/2022,11,https://arena.nafc.org.au/resource/api/ext/operators/11,80,Aero Refuellers,Aero Refuellers a Division of K&S freighters Pty Ltd,+61260542209,+61400471224,paul.lefoe@ksgroup.com.au,,,,false,2021-12-07T11:44:48+1100,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
575,63251,https://arena.nafc.org.au/resource/api/ext/equipment/575,,false,Red Dragon Incendiary Machine,false,false,false,,,3,https://arena.nafc.org.au/resource/api/ext/operators/3,18,Microflite Helicopter Services,Microflite Pty Ltd,+61385879799,+61385879799,operations@microflite.com.au,,,,false,2020-08-25T14:50:17+1000,,Refueler - Bridging,,,,,,,,
576,63324,https://arena.nafc.org.au/resource/api/ext/equipment/576,60:30:D4:D4:5B:01,true,HT342 N163AC Moorabbin Fuel Truck,false,false,true,Kerosene - JetA1,YV94BA,17,https://arena.nafc.org.au/resource/api/ext/operators/17,189,Kestrel Aviation P/L,Kestrel Aviation,+61357962373,+61357962222,ops@kestrelaviation.com.au,,,,false,2022-03-09T10:16:03+1100,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
579,63612,https://arena.nafc.org.au/resource/api/ext/equipment/579,,false,Bambi Bucket,false,false,false,,,326,https://arena.nafc.org.au/resource/api/ext/operators/326,56873,Townsville Helicopters,Koolardie Aviation,+61747724998,+61448627277,operations@tsvheli.com.au,,,,false,2019-01-29T12:18:58+1100,,Refueler - Mobile,,,,,,,,
581,63933,https://arena.nafc.org.au/resource/api/ext/equipment/581,60:30:D4:95:D0:3A,true,Fuel Truck,false,false,true,Kerosene - JetA1,XV18CQ & YV95BA,17,https://arena.nafc.org.au/resource/api/ext/operators/17,189,Kestrel Aviation P/L,Kestrel Aviation,+61357962373,+61357962222,ops@kestrelaviation.com.au,,,,false,2022-02-11T14:31:51+1100,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
582,63985,https://arena.nafc.org.au/resource/api/ext/equipment/582,,true,,true,true,true,,,357,https://arena.nafc.org.au/resource/api/ext/operators/357,63966,Coral Coast Helicopter Services,Coral Coast Helicopter Services,+61407827315,+61407827315,fly@coralcoasthelicopters.com.au,,,,true,2018-12-15T15:53:12+1100,Is Suppressant Mixer;Is Retardant Mixer;Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
584,64189,https://arena.nafc.org.au/resource/api/ext/equipment/584,,true,,true,true,true,,,359,https://arena.nafc.org.au/resource/api/ext/operators/359,64181,Norwest Air Work P/L trading as Shark Bay Aviation,Shark Bay Aviation,+61417919059,+61417919059,flights@sharkbayair.com.au,,,,true,2018-12-18T16:03:16+1100,Is Suppressant Mixer;Is Retardant Mixer;Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
585,64234,https://arena.nafc.org.au/resource/api/ext/equipment/585,,true,Specialised Remote Maintenance Vehicle,false,false,false,,DZB90D,330,https://arena.nafc.org.au/resource/api/ext/operators/330,57458,CareFlight,CareFlight Limited,+61298435100,1300942431,rfs-helppoint@careflight.org,,,,true,2018-12-20T12:45:40+1100,Is Vehicle,Refueler - Mobile,,,,,,,,
586,64318,https://arena.nafc.org.au/resource/api/ext/equipment/586,300234063038850,true,Fuel Truck,false,false,true,Kerosene - JetA1,1GOW584,48,https://arena.nafc.org.au/resource/api/ext/operators/48,825,McDermott Aviation Pty Ltd,McDermott Aviation Pty Ltd,+61754476600,+61407030602,arena@mcdermottaviation.com.au,,,,false,2018-12-24T15:41:58+1100,Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
589,65444,https://arena.nafc.org.au/resource/api/ext/equipment/589,,true,ISUZU 24 tonne GVM Tray Top,false,false,true,Kerosene - JetA1,1CYE 489,123,https://arena.nafc.org.au/resource/api/ext/operators/123,14923,Dunn Aviation Pty Ltd,Dunn Aviation Pty Ltd,+61427802000,+61427802000,office@dunnaviation.net,,,,true,2019-02-05T15:58:39+1100,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
590,65461,https://arena.nafc.org.au/resource/api/ext/equipment/590,,true,ISUZU 24 tonne GVM Tray Top,false,false,true,Kerosene - JetA1,1EKD 225,123,https://arena.nafc.org.au/resource/api/ext/operators/123,14923,Dunn Aviation Pty Ltd,Dunn Aviation Pty Ltd,+61427802000,+61427802000,office@dunnaviation.net,,,,true,2019-02-05T16:03:50+1100,Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
591,65462,https://arena.nafc.org.au/resource/api/ext/equipment/591,,true,ISUZU 24 tonne GVM Tray Top,false,false,true,Kerosene - JetA1,1SL0673,123,https://arena.nafc.org.au/resource/api/ext/operators/123,14923,Dunn Aviation Pty Ltd,Dunn Aviation Pty Ltd,+61427802000,+61427802000,office@dunnaviation.net,,,,true,2019-02-05T16:08:25+1100,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
594,65726,https://arena.nafc.org.au/resource/api/ext/equipment/594,,false,Water Hog Bucket,false,false,false,,,3,https://arena.nafc.org.au/resource/api/ext/operators/3,18,Microflite Helicopter Services,Microflite Pty Ltd,+61385879799,+61385879799,operations@microflite.com.au,,,,false,2020-08-25T14:50:17+1000,,Refueler - Bridging,,,,,,,,
595,65732,https://arena.nafc.org.au/resource/api/ext/equipment/595,,false,NVGs - Point Trading 'Night Eyes',false,false,false,,,3,https://arena.nafc.org.au/resource/api/ext/operators/3,18,Microflite Helicopter Services,Microflite Pty Ltd,+61385879799,+61385879799,operations@microflite.com.au,,,,false,2020-08-25T14:50:17+1000,,Refueler - Mobile,,,,,,,,
596,65743,https://arena.nafc.org.au/resource/api/ext/equipment/596,,false,Helitak FT1600 Belly Tank,false,false,false,,,3,https://arena.nafc.org.au/resource/api/ext/operators/3,18,Microflite Helicopter Services,Microflite Pty Ltd,+61385879799,+61385879799,operations@microflite.com.au,,,,false,2020-08-25T14:50:17+1000,,Refueler - Bridging,,,,,,,,
597,65923,https://arena.nafc.org.au/resource/api/ext/equipment/597,,false,Maintenance Response Trailer,false,false,false,,,353,https://arena.nafc.org.au/resource/api/ext/operators/353,63831,Woorayl Air Services,Dompter P/L,+61356643288,+61408515475,was@dcsi.net.au,,,,true,2019-02-25T09:49:23+1100,,Refueler - Mobile,,,,,,,,
598,67039,https://arena.nafc.org.au/resource/api/ext/equipment/598,,false,Aerial Incendiary machine (Raindance 3),false,false,false,,,326,https://arena.nafc.org.au/resource/api/ext/operators/326,56873,Townsville Helicopters,Koolardie Aviation,+61747724998,+61448627277,operations@tsvheli.com.au,,,,false,2019-06-20T08:47:37+1000,,Refueler - Bridging,,,,,,,,
599,67040,https://arena.nafc.org.au/resource/api/ext/equipment/599,,false,Sling Gear 300 foot long line,false,false,false,,,326,https://arena.nafc.org.au/resource/api/ext/operators/326,56873,Townsville Helicopters,Koolardie Aviation,+61747724998,+61448627277,operations@tsvheli.com.au,,,,false,2019-06-20T08:48:53+1000,,Refueler - Mobile,,,,,,,,
600,67041,https://arena.nafc.org.au/resource/api/ext/equipment/600,,false,Sling Gear 100 foot long line,false,false,false,,,326,https://arena.nafc.org.au/resource/api/ext/operators/326,56873,Townsville Helicopters,Koolardie Aviation,+61747724998,+61448627277,operations@tsvheli.com.au,,,,false,2019-06-20T08:49:21+1000,,Refueler - Bridging,,,,,,,,
601,67042,https://arena.nafc.org.au/resource/api/ext/equipment/601,,false,Sling Gear nets	 hook etc,false,false,false,,,326,https://arena.nafc.org.au/resource/api/ext/operators/326,56873,Townsville Helicopters,Koolardie Aviation,+61747724998,+61448627277,operations@tsvheli.com.au,,,,false,2019-06-20T08:50:11+1000,,Refueler - Mobile,,,,,,,,
602,67062,https://arena.nafc.org.au/resource/api/ext/equipment/602,,true,Toyota Hilux ute,false,false,false,,TFT000,326,https://arena.nafc.org.au/resource/api/ext/operators/326,56873,Townsville Helicopters,Koolardie Aviation,+61747724998,+61448627277,operations@tsvheli.com.au,,,,false,2019-06-20T10:34:48+1000,Is Vehicle,Refueler - Bridging,,,,,,,,
603,67250,https://arena.nafc.org.au/resource/api/ext/equipment/603,,true,Refuelling Tanker,false,false,true,Kerosene - JetA1,XDH292,376,https://arena.nafc.org.au/resource/api/ext/operators/376,66979,Hughes Helicopters,Janson's Concrete & Haulage Pty Ltd,+61400210226,+61400210226,hugheshelicopters@bigpond.com,,,,true,2019-07-24T22:54:47+1000,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
604,67306,https://arena.nafc.org.au/resource/api/ext/equipment/604,,true,Kenworth Fuel Tanker,false,false,true,Kerosene - JetA1,H97GG,30,https://arena.nafc.org.au/resource/api/ext/operators/30,535,Tasmanian Helicopters Pty Ltd,Tasmanian Helicopters Pty Ltd,+61364261623,+61418261623,office@tasmanianhelicopters.com.au,,,,false,2019-07-01T09:01:24+1000,Is Refueler;Is Vehicle,Retardant Mixer - Mobile,,,,,,,,
606,67491,https://arena.nafc.org.au/resource/api/ext/equipment/606,,false,(2X) Jet A Refueling trailers 2000 litre capacity,false,false,true,Kerosene - JetA1,,372,https://arena.nafc.org.au/resource/api/ext/operators/372,66692,Omni Aviation Services,Omni Executive Pty Ltd,+61894177707,+61(0)428792887,aviation@omniexe.com,,,,true,2019-12-12T18:44:23+1100,Is Refueler,Refueler - Mobile,,,,,,,,
607,67514,https://arena.nafc.org.au/resource/api/ext/equipment/607,,true,Water / Loading Truck,false,false,true,Kerosene - JetA1,376JOS,61,https://arena.nafc.org.au/resource/api/ext/operators/61,2034,Dwyer Aviation Services,Tude's Choppers Pty Ltd,+61747829015,+61419825665,info@dwyeraviation.com.au,,,,true,2019-07-18T14:45:19+1000,Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
608,67790,https://arena.nafc.org.au/resource/api/ext/equipment/608,,true,ADWAM Airbase Support Crew (2 crew to support the loading of aircraft),false,true,false,,ADWAM Airbase Support Crew,33,https://arena.nafc.org.au/resource/api/ext/operators/33,600,Aircair Aviation Operations Pty Ltd,Aircair Aviation Operations Pty Ltd,+61267523699,+61427802502,operations@aircair.com.au,,,,true,2021-09-14T05:29:36+1000,Is Retardant Mixer;Is Vehicle,Refueler - Bridging,,,,,,,,
610,67858,https://arena.nafc.org.au/resource/api/ext/equipment/610,,true,DTM616 - DRUM TRUCK,false,false,true,Kerosene - JetA1,XN04GM - Expires 20/12/2022,11,https://arena.nafc.org.au/resource/api/ext/operators/11,80,Aero Refuellers,Aero Refuellers a Division of K&S freighters Pty Ltd,+61260542209,+61400471224,paul.lefoe@ksgroup.com.au,,,,false,2021-12-20T08:59:38+1100,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
611,67870,https://arena.nafc.org.au/resource/api/ext/equipment/611,5X200225001002,true,T4158 - 34kL,false,false,true,Kerosene - JetA1,96835-S - EXPIRES 08/09/2022,11,https://arena.nafc.org.au/resource/api/ext/operators/11,80,Aero Refuellers,Aero Refuellers a Division of K&S freighters Pty Ltd,+61260542209,+61400471224,paul.lefoe@ksgroup.com.au,,,,false,2021-09-29T17:54:45+1000,Is Refueler;Is Vehicle,Retardant Mixer - Mobile,,,,,,,,
612,67962,https://arena.nafc.org.au/resource/api/ext/equipment/612,,false,DJI XT2 Thermal & Visual Dual Frequency Cameras,false,false,false,,,154,https://arena.nafc.org.au/resource/api/ext/operators/154,22585,3FB Aerworx,3FB Aerworx Pty Ltd,+61398731980,+61398731980,peter.plant@3fbaerworx.com.au,,,,false,2019-08-09T09:39:23+1000,,Suppressant Mixer - Mobile,,,,,,,,
613,67963,https://arena.nafc.org.au/resource/api/ext/equipment/613,,false,Hawkeye Systems - Hawk GS500 Professional Fixed Wing RPAS,false,false,false,,,154,https://arena.nafc.org.au/resource/api/ext/operators/154,22585,3FB Aerworx,3FB Aerworx Pty Ltd,+61398731980,+61398731980,peter.plant@3fbaerworx.com.au,,,,false,2019-08-09T09:44:57+1000,,Refueler - Mobile,,,,,,,,
614,67964,https://arena.nafc.org.au/resource/api/ext/equipment/614,,false,Freefly Alta 6 - Multirotor RPAS,false,false,false,,,154,https://arena.nafc.org.au/resource/api/ext/operators/154,22585,3FB Aerworx,3FB Aerworx Pty Ltd,+61398731980,+61398731980,peter.plant@3fbaerworx.com.au,,,,false,2019-08-09T09:50:13+1000,,Refueler - Mobile,,,,,,,,
616,67966,https://arena.nafc.org.au/resource/api/ext/equipment/616,,false,DJI M200 Series (M210RTK) Multirotor RPAS (multiple units),false,false,false,,,154,https://arena.nafc.org.au/resource/api/ext/operators/154,22585,3FB Aerworx,3FB Aerworx Pty Ltd,+61398731980,+61398731980,peter.plant@3fbaerworx.com.au,,,,false,2019-08-09T09:57:26+1000,,Refueler - Mobile,,,,,,,,
617,67967,https://arena.nafc.org.au/resource/api/ext/equipment/617,,false,DJI Mavic - Small Multirotor,false,false,false,,,154,https://arena.nafc.org.au/resource/api/ext/operators/154,22585,3FB Aerworx,3FB Aerworx Pty Ltd,+61398731980,+61398731980,peter.plant@3fbaerworx.com.au,,,,false,2019-08-09T10:02:48+1000,,Refueler - Bridging,,,,,,,,
618,68276,https://arena.nafc.org.au/resource/api/ext/equipment/618,,true,Helicopter,true,true,true,,,349,https://arena.nafc.org.au/resource/api/ext/operators/349,62350,null,ROTOR HEAD PTY LTD,+61418228696,+61418228696,david@rotorhead.com.au,,,,true,2019-08-14T08:26:41+1000,Is Suppressant Mixer;Is Retardant Mixer;Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
619,68309,https://arena.nafc.org.au/resource/api/ext/equipment/619,300234061755510,true,Fuel Truck,false,false,true,Kerosene - JetA1,XQ62ES,48,https://arena.nafc.org.au/resource/api/ext/operators/48,825,McDermott Aviation Pty Ltd,McDermott Aviation Pty Ltd,+61754476600,+61407030602,arena@mcdermottaviation.com.au,,,,false,2019-08-14T15:13:22+1000,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
620,68602,https://arena.nafc.org.au/resource/api/ext/equipment/620,,false,FLIR Camera,false,false,false,,,103,https://arena.nafc.org.au/resource/api/ext/operators/103,9534,Orange Helicopters,Orange Helicopters Pty Ltd,+61263653731,+61438270370,info@orangehelicopters.com.au,,,,true,2021-12-27T09:54:46+1100,,Refueler - Bridging,,,,,,,,
621,68646,https://arena.nafc.org.au/resource/api/ext/equipment/621,,false,Personal Locator Beacon - Serial Number 0140609944T,false,false,false,,,154,https://arena.nafc.org.au/resource/api/ext/operators/154,22585,3FB Aerworx,3FB Aerworx Pty Ltd,+61398731980,+61398731980,peter.plant@3fbaerworx.com.au,,,,false,2019-08-22T10:39:03+1000,,Refueler - Mobile,,,,,,,,
622,68647,https://arena.nafc.org.au/resource/api/ext/equipment/622,,false,Personal Locator Beacon - Serial Number 0140609945T,false,false,false,,,154,https://arena.nafc.org.au/resource/api/ext/operators/154,22585,3FB Aerworx,3FB Aerworx Pty Ltd,+61398731980,+61398731980,peter.plant@3fbaerworx.com.au,,,,false,2019-08-22T10:41:44+1000,,Refueler - Bridging,,,,,,,,
623,68930,https://arena.nafc.org.au/resource/api/ext/equipment/623,,true,Fuel Trailer - 1200L,false,false,true,Kerosene - JetA1,QWM406,136,https://arena.nafc.org.au/resource/api/ext/operators/136,19308,Nautilus Aviation,Nautilus Aviation Pty Ltd,+61740349000,+61438896071,flights@nautilusaviation.com.au,,,,false,2020-10-06T08:50:44+1100,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
624,68944,https://arena.nafc.org.au/resource/api/ext/equipment/624,,true,D3024 - Prime Mover,false,false,true,Diesel,XV46FC - EXPIRES 21/2/2023,11,https://arena.nafc.org.au/resource/api/ext/operators/11,80,Aero Refuellers,Aero Refuellers a Division of K&S freighters Pty Ltd,+61260542209,+61400471224,paul.lefoe@ksgroup.com.au,,,,false,2022-02-22T09:45:47+1100,Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
625,68945,https://arena.nafc.org.au/resource/api/ext/equipment/625,,true,D3025 - Prime Mover,false,false,true,Diesel,XV41FC -EXPIRES 18/02/2023,11,https://arena.nafc.org.au/resource/api/ext/operators/11,80,Aero Refuellers,Aero Refuellers a Division of K&S freighters Pty Ltd,+61260542209,+61400471224,paul.lefoe@ksgroup.com.au,,,,false,2022-02-18T09:35:05+1100,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
626,68982,https://arena.nafc.org.au/resource/api/ext/equipment/626,,true,2008 TOYOTA LANDCRUISER UTILITY,false,false,false,,355VXE,136,https://arena.nafc.org.au/resource/api/ext/operators/136,19308,Nautilus Aviation,Nautilus Aviation Pty Ltd,+61740349000,+61438896071,flights@nautilusaviation.com.au,,,,false,2020-10-06T08:50:44+1100,Is Vehicle,Refueler - Bridging,,,,,,,,
627,69039,https://arena.nafc.org.au/resource/api/ext/equipment/627,,false,FLIR E53,false,false,false,,,35,https://arena.nafc.org.au/resource/api/ext/operators/35,636,United Aero Helicopters,Aviation Utilities Pty Ltd,+61246553040,+61447350002,info@unitedaero.com.au,,,,true,2019-09-05T09:08:32+1000,,Refueler - Mobile,,,,,,,,
628,69077,https://arena.nafc.org.au/resource/api/ext/equipment/628,,true,Matrice Model UAV,true,true,true,,,388,https://arena.nafc.org.au/resource/api/ext/operators/388,69074,RESQAV Pty Ltd,Resqav Pty Ltd,+61405218177,+61405218177,masters@resqav.com.au,,,,false,2019-09-06T11:11:19+1000,Is Suppressant Mixer;Is Retardant Mixer;Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
630,69361,https://arena.nafc.org.au/resource/api/ext/equipment/630,,false,HD Thermal Imaging Camera,false,false,false,,,71,https://arena.nafc.org.au/resource/api/ext/operators/71,3197,Touchdown Helicopters Pty Limited,Touchdown Helicopters Pty Ltd,+61242577612,+61417121545,info@touchdownhelicopters.com.au,,,,false,2019-09-13T11:17:12+1000,,Refueler - Mobile,,,,,,,,
631,69494,https://arena.nafc.org.au/resource/api/ext/equipment/631,,true,Nissan UD 9000lts,false,false,true,Kerosene - JetA1,XQ19FQ,68,https://arena.nafc.org.au/resource/api/ext/operators/68,2881,Omni,MI Helicopters Pty Ltd,+611800600345,+611800600345,opsaeroeast@omniexe.com,,,,true,2022-06-07T19:39:48+1000,Is Refueler;Is Vehicle,Refueler - Bridging,,,,,,,,
632,69611,https://arena.nafc.org.au/resource/api/ext/equipment/632,,false,T365 FLIR Hand held camera,false,false,false,,,70,https://arena.nafc.org.au/resource/api/ext/operators/70,3009,Heli-Central Pty Ltd,Heli-Central Pty Ltd,+61433161931,+61428844511,russell@1800helicopter.com.au,,,,true,2021-01-25T09:12:18+1100,,Refueler - Mobile,,,,,,,,
633,69841,https://arena.nafc.org.au/resource/api/ext/equipment/633,,true,NPS 4x4 Isuzu Truck,false,false,true,Kerosene - JetA1,1IY1UM,295,https://arena.nafc.org.au/resource/api/ext/operators/295,47063,SGE Helicopters Pty Ltd,SGE Helicopters,+61409431456,+61409431456,operations@sgehelicopters.com.au,,,,true,2019-09-24T19:45:50+1000,Is Refueler;Is Vehicle,Refueler - Mobile,,,,,,,,
