imei,url,assetType,assetRegistration,transmitted,received,latitude,longitude,speed,track,altitude,event,source,messageText,productType,volume
,,,,2022-07-26T09:23:30+1000,2022-07-26T09:24:00+1000,-30.90782,142.64083,96,331,401,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:23:45+1000,2022-07-26T09:24:15+1000,-30.90473,142.6387,94,325,397,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:24:00+1000,2022-07-26T09:24:30+1000,-30.90192,142.63621,94,323,396,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:24:15+1000,2022-07-26T09:24:45+1000,-30.89872,142.63417,98,332,392,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:24:30+1000,2022-07-26T09:24:58+1000,-30.89549,142.63205,101,330,392,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:24:45+1000,2022-07-26T09:25:15+1000,-30.89208,142.62985,103,329,388,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:25:00+1000,2022-07-26T09:25:30+1000,-30.88875,142.62734,107,328,386,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:25:15+1000,2022-07-26T09:25:43+1000,-30.88583,142.62461,90,305,382,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:25:30+1000,2022-07-26T09:26:00+1000,-30.88406,142.62163,74,314,373,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:25:45+1000,2022-07-26T09:26:13+1000,-30.88176,142.61949,77,323,364,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:26:00+1000,2022-07-26T09:26:30+1000,-30.8794,142.61731,85,322,363,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:26:15+1000,2022-07-26T09:26:47+1000,-30.87714,142.61471,77,309,365,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:26:30+1000,2022-07-26T09:27:00+1000,-30.87547,142.61228,70,311,364,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:26:45+1000,2022-07-26T09:27:13+1000,-30.87353,142.6098,77,315,369,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:27:00+1000,2022-07-26T09:27:30+1000,-30.87136,142.60746,79,319,370,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:27:15+1000,2022-07-26T09:27:47+1000,-30.86909,142.60531,77,322,377,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:27:30+1000,2022-07-26T09:28:02+1000,-30.8668,142.60318,79,319,371,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:27:45+1000,2022-07-26T09:28:16+1000,-30.86469,142.60067,83,311,387,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:28:00+1000,2022-07-26T09:28:29+1000,-30.86269,142.59768,87,309,379,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:28:15+1000,2022-07-26T09:28:45+1000,-30.86059,142.59524,72,321,356,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:28:30+1000,2022-07-26T09:29:02+1000,-30.85845,142.59332,74,323,360,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:28:45+1000,2022-07-26T09:29:20+1000,-30.85604,142.59144,85,331,356,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:29:00+1000,2022-07-26T09:29:20+1000,-30.85327,142.58987,75,337,348,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:36:00+1000,2022-07-26T09:36:31+1000,-30.92366,142.64299,116,152,544,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:36:15+1000,2022-07-26T09:36:43+1000,-30.9273,142.64577,118,138,544,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:36:30+1000,2022-07-26T09:36:58+1000,-30.93049,142.64954,122,134,538,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:36:45+1000,2022-07-26T09:37:17+1000,-30.9339,142.65312,125,139,538,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:37:00+1000,2022-07-26T09:37:28+1000,-30.93745,142.6567,124,139,531,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:37:15+1000,2022-07-26T09:37:45+1000,-30.94106,142.66,122,143,515,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:37:30+1000,2022-07-26T09:38:00+1000,-30.9448,142.66323,120,145,496,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:37:45+1000,2022-07-26T09:38:16+1000,-30.94851,142.66617,116,146,487,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:38:00+1000,2022-07-26T09:38:29+1000,-30.95222,142.66928,125,142,471,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:38:15+1000,2022-07-26T09:38:45+1000,-30.95595,142.67271,125,141,447,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:38:30+1000,2022-07-26T09:38:58+1000,-30.95941,142.67619,124,137,422,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:38:45+1000,2022-07-26T09:39:15+1000,-30.96309,142.67977,129,141,388,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:39:00+1000,2022-07-26T09:39:28+1000,-30.96679,142.6832,124,143,344,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:39:15+1000,2022-07-26T09:39:43+1000,-30.97027,142.68646,111,137,314,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:39:30+1000,2022-07-26T09:40:01+1000,-30.97308,142.68722,66,230,287,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:39:45+1000,2022-07-26T09:39:58+1000,-30.97315,142.68475,53,290,264,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:44:00+1000,2022-07-26T09:44:10+1000,-30.96205,142.65257,57,170,342,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:48:29+1000,2022-07-26T09:49:32+1000,-30.98809,142.6752,0,0,235,EVT_LANDING,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:49:42+1000,2022-07-26T09:49:56+1000,-30.9881,142.6752,0,0,234,EVT_ENGINEOFF,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:52:00+1000,2022-07-26T09:52:10+1000,-30.9881,142.67521,0,0,235,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T11:29:55+1000,2022-07-26T11:30:08+1000,-30.98813,142.67518,0,0,236,EVT_STARTUP,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T11:30:00+1000,2022-07-26T11:30:18+1000,-30.98813,142.67518,0,0,235,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T11:36:00+1000,2022-07-26T11:36:09+1000,-30.9881,142.67517,0,0,233,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:45:02+1000,2022-07-26T12:45:48+1000,-30.98812,142.6752,0,0,234,EVT_STARTUP,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:45:03+1000,2022-07-26T12:45:48+1000,-30.98812,142.6752,0,0,234,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:50:02+1000,2022-07-26T12:51:12+1000,-30.98812,142.6752,0,0,236,EVT_STARTUP,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:50:03+1000,2022-07-26T12:51:12+1000,-30.98812,142.6752,0,0,236,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:50:59+1000,2022-07-26T12:51:22+1000,-30.98813,142.6752,0,0,236,EVT_ENGINEON,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:52:37+1000,2022-07-26T12:53:14+1000,-30.98813,142.6752,0,0,236,EVT_TAKEOFF,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:56:00+1000,2022-07-26T12:56:29+1000,-31.03623,142.60775,196,233,608,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:56:15+1000,2022-07-26T12:56:46+1000,-31.04084,142.60079,207,233,624,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:56:30+1000,2022-07-26T12:57:00+1000,-31.04544,142.59354,205,234,640,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:56:45+1000,2022-07-26T12:57:15+1000,-31.0499,142.58632,200,234,647,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:57:00+1000,2022-07-26T12:57:30+1000,-31.05419,142.57928,196,235,648,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:57:15+1000,2022-07-26T12:57:45+1000,-31.05838,142.57235,192,235,654,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:57:30+1000,2022-07-26T12:58:00+1000,-31.06268,142.56536,200,235,664,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:57:45+1000,2022-07-26T12:58:15+1000,-31.06702,142.5582,200,235,666,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:58:00+1000,2022-07-26T12:58:31+1000,-31.07145,142.55102,207,235,672,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:58:15+1000,2022-07-26T12:58:46+1000,-31.07599,142.54352,207,235,674,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:58:30+1000,2022-07-26T12:59:01+1000,-31.08039,142.53612,203,236,671,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:58:45+1000,2022-07-26T12:59:16+1000,-31.08473,142.52893,196,234,672,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:59:00+1000,2022-07-26T12:59:31+1000,-31.08908,142.52191,200,235,666,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:59:15+1000,2022-07-26T12:59:43+1000,-31.09353,142.51496,198,233,660,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:59:30+1000,2022-07-26T13:00:00+1000,-31.09806,142.50798,203,233,652,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T12:59:45+1000,2022-07-26T13:00:15+1000,-31.10256,142.50086,200,234,638,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:00:00+1000,2022-07-26T13:00:33+1000,-31.10712,142.49403,194,231,634,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:00:15+1000,2022-07-26T13:00:46+1000,-31.11186,142.48758,198,230,629,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:00:30+1000,2022-07-26T13:01:02+1000,-31.11647,142.48059,203,235,621,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:00:45+1000,2022-07-26T13:01:14+1000,-31.12072,142.47304,205,238,600,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:01:00+1000,2022-07-26T13:01:31+1000,-31.12487,142.4655,207,237,590,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:01:15+1000,2022-07-26T13:01:46+1000,-31.12914,142.45765,214,237,578,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:01:30+1000,2022-07-26T13:02:01+1000,-31.13353,142.44998,211,236,571,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:01:45+1000,2022-07-26T13:02:16+1000,-31.138,142.44239,209,235,572,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:02:00+1000,2022-07-26T13:02:29+1000,-31.14247,142.43497,203,236,575,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:02:15+1000,2022-07-26T13:02:46+1000,-31.14671,142.42758,205,237,576,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:02:30+1000,2022-07-26T13:03:02+1000,-31.15085,142.42009,205,238,572,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:02:45+1000,2022-07-26T13:03:19+1000,-31.1548,142.41231,207,240,572,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:03:00+1000,2022-07-26T13:03:28+1000,-31.1586,142.4044,207,241,578,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:03:15+1000,2022-07-26T13:03:46+1000,-31.16224,142.39636,207,243,575,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:03:30+1000,2022-07-26T13:04:01+1000,-31.16567,142.38838,203,242,576,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:03:45+1000,2022-07-26T13:04:14+1000,-31.16952,142.38075,201,238,571,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:04:00+1000,2022-07-26T13:04:32+1000,-31.17369,142.37349,198,235,578,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:04:15+1000,2022-07-26T13:04:46+1000,-31.17797,142.36637,201,236,598,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:04:30+1000,2022-07-26T13:05:02+1000,-31.18209,142.35896,201,238,594,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:04:45+1000,2022-07-26T13:05:16+1000,-31.18617,142.35143,205,238,600,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:05:00+1000,2022-07-26T13:05:31+1000,-31.1902,142.34365,209,240,603,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:05:15+1000,2022-07-26T13:05:45+1000,-31.19414,142.3359,201,239,588,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:05:30+1000,2022-07-26T13:06:01+1000,-31.19782,142.32847,192,241,574,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:05:45+1000,2022-07-26T13:06:16+1000,-31.20129,142.32126,188,240,561,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:06:00+1000,2022-07-26T13:06:31+1000,-31.20472,142.31407,187,243,554,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:06:15+1000,2022-07-26T13:07:05+1000,-31.20766,142.30667,187,249,543,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:06:30+1000,2022-07-26T13:07:16+1000,-31.2101,142.29897,185,249,521,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:06:45+1000,2022-07-26T13:07:22+1000,-31.21258,142.29147,185,249,500,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:07:00+1000,2022-07-26T13:07:30+1000,-31.21527,142.28389,185,242,483,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:07:15+1000,2022-07-26T13:07:48+1000,-31.21972,142.27771,181,217,464,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:07:30+1000,2022-07-26T13:07:59+1000,-31.22574,142.27531,161,181,442,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:07:45+1000,2022-07-26T13:08:16+1000,-31.23137,142.27627,140,167,404,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:08:00+1000,2022-07-26T13:08:29+1000,-31.23623,142.27786,127,162,366,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:08:15+1000,2022-07-26T13:08:45+1000,-31.24039,142.27976,109,153,325,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:08:30+1000,2022-07-26T13:08:59+1000,-31.24366,142.2817,85,153,292,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:08:45+1000,2022-07-26T13:10:04+1000,-31.24605,142.2829,53,160,265,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:09:00+1000,2022-07-26T13:10:04+1000,-31.24756,142.28359,35,158,248,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:09:15+1000,2022-07-26T13:10:04+1000,-31.24855,142.28397,22,166,236,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:09:30+1000,2022-07-26T13:10:04+1000,-31.24901,142.28412,0,0,226,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:09:43+1000,2022-07-26T13:10:04+1000,-31.24903,142.28413,0,0,223,EVT_LANDING,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:09:45+1000,2022-07-26T13:10:04+1000,-31.24903,142.28412,0,0,223,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:10:52+1000,2022-07-26T13:11:33+1000,-31.24904,142.28412,0,0,224,EVT_ENGINEOFF,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T13:12:00+1000,2022-07-26T13:12:13+1000,-31.24904,142.28412,0,0,224,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T08:12:32+1000,2022-07-26T08:13:03+1000,-37.97254,145.09354,0,0,-54,EVT_STARTUP,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:41:25+1000,2022-07-26T09:41:55+1000,-37.97236,145.09323,0,0,24,EVT_STARTUP,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:41:30+1000,2022-07-26T09:42:03+1000,-37.97236,145.09322,0,0,23,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:41:45+1000,2022-07-26T09:42:15+1000,-37.97237,145.09322,0,0,23,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:42:00+1000,2022-07-26T09:42:33+1000,-37.97237,145.09322,0,0,24,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:42:15+1000,2022-07-26T09:42:44+1000,-37.97235,145.09321,0,0,28,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:42:30+1000,2022-07-26T09:43:03+1000,-37.97235,145.09321,0,0,30,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:42:45+1000,2022-07-26T09:43:15+1000,-37.97234,145.09322,0,0,31,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:42:49+1000,2022-07-26T09:43:18+1000,-37.97234,145.09322,0,0,30,EVT_SARREQ,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:43:00+1000,2022-07-26T09:43:29+1000,-37.97234,145.09321,0,0,32,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:43:15+1000,2022-07-26T09:43:48+1000,-37.97234,145.09322,0,0,31,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:43:30+1000,2022-07-26T09:43:59+1000,-37.97234,145.09323,0,0,32,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:43:45+1000,2022-07-26T09:44:18+1000,-37.97233,145.09324,0,0,34,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:44:00+1000,2022-07-26T09:44:28+1000,-37.97232,145.09324,0,0,35,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:44:15+1000,2022-07-26T09:44:47+1000,-37.97232,145.09324,0,0,36,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:44:30+1000,2022-07-26T09:44:58+1000,-37.97233,145.09324,0,0,35,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:44:45+1000,2022-07-26T09:45:17+1000,-37.97223,145.09326,3,35,33,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:45:00+1000,2022-07-26T09:45:28+1000,-37.9723,145.09359,11,124,30,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:45:15+1000,2022-07-26T09:45:47+1000,-37.97256,145.09409,12,118,31,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:45:30+1000,2022-07-26T09:45:58+1000,-37.97268,145.09441,1,0,30,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:45:45+1000,2022-07-26T09:46:19+1000,-37.9726,145.09419,29,308,49,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:46:00+1000,2022-07-26T09:46:56+1000,-37.97158,145.09135,81,305,90,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:46:15+1000,2022-07-26T09:47:37+1000,-37.96918,145.08802,105,315,141,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:46:30+1000,2022-07-26T09:48:03+1000,-37.96603,145.08407,129,316,190,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:46:45+1000,2022-07-26T09:48:25+1000,-37.96238,145.07971,135,319,223,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:47:00+1000,2022-07-26T09:48:43+1000,-37.95839,145.0754,148,320,244,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:47:15+1000,2022-07-26T09:48:58+1000,-37.95386,145.07084,161,323,246,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:47:30+1000,2022-07-26T09:49:24+1000,-37.94873,145.06635,170,326,247,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:47:45+1000,2022-07-26T09:49:35+1000,-37.94338,145.06173,172,326,241,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:48:00+1000,2022-07-26T09:49:35+1000,-37.93833,145.05723,159,324,294,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:48:15+1000,2022-07-26T09:49:40+1000,-37.93347,145.05286,157,324,343,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:48:30+1000,2022-07-26T09:49:53+1000,-37.9287,145.0485,161,325,377,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:48:45+1000,2022-07-26T09:50:01+1000,-37.92352,145.04423,172,328,399,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:49:00+1000,2022-07-26T09:50:14+1000,-37.91794,145.03967,181,328,394,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:49:15+1000,2022-07-26T09:50:21+1000,-37.91204,145.03515,187,329,394,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:49:30+1000,2022-07-26T09:50:37+1000,-37.90596,145.03074,187,330,396,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:49:45+1000,2022-07-26T09:50:45+1000,-37.9001,145.02602,185,324,401,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:50:00+1000,2022-07-26T09:50:53+1000,-37.89456,145.02068,187,322,392,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:50:15+1000,2022-07-26T09:51:10+1000,-37.88885,145.01533,192,327,385,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:50:30+1000,2022-07-26T09:51:19+1000,-37.88269,145.01044,190,329,382,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:50:45+1000,2022-07-26T09:51:26+1000,-37.87646,145.00596,192,332,382,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:51:00+1000,2022-07-26T09:53:38+1000,-37.87005,145.00192,188,333,391,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:51:15+1000,2022-07-26T09:53:38+1000,-37.86372,144.99797,188,333,394,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:51:30+1000,2022-07-26T09:53:38+1000,-37.85729,144.9938,194,334,387,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:51:45+1000,2022-07-26T09:53:38+1000,-37.85072,144.98977,194,334,385,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:52:00+1000,2022-07-26T09:53:38+1000,-37.84453,144.98537,187,326,393,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:53:15+1000,2022-07-26T09:54:31+1000,-37.83801,144.9497,187,218,371,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:54:00+1000,2022-07-26T09:54:31+1000,-37.85751,144.95646,211,135,342,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:54:15+1000,2022-07-26T09:54:47+1000,-37.86342,144.96209,187,146,334,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:54:30+1000,2022-07-26T09:55:05+1000,-37.86923,144.96684,185,151,347,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:54:45+1000,2022-07-26T09:55:17+1000,-37.87572,144.96983,185,165,351,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:55:00+1000,2022-07-26T09:55:27+1000,-37.88274,144.97252,203,159,353,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:55:15+1000,2022-07-26T09:55:47+1000,-37.88994,144.9764,209,157,361,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:55:30+1000,2022-07-26T09:56:01+1000,-37.89749,144.97863,205,175,339,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:55:45+1000,2022-07-26T09:56:17+1000,-37.90506,144.97923,201,177,336,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:56:00+1000,2022-07-26T09:56:28+1000,-37.91264,144.98005,200,173,304,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:56:15+1000,2022-07-26T09:56:48+1000,-37.91984,144.9815,188,170,278,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:56:30+1000,2022-07-26T09:56:59+1000,-37.92664,144.9835,188,158,277,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:56:45+1000,2022-07-26T09:57:22+1000,-37.93296,144.98817,194,148,297,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:57:00+1000,2022-07-26T09:57:30+1000,-37.93943,144.99153,183,169,313,EVT_STANDARD,TRACPLUS,,UNKNOWN,
,,,,2022-07-26T09:57:15+1000,2022-07-26T09:57:50+1000,-37.94641,144.99312,196,163,322,EVT_STANDARD,TRACPLUS,,UNKNOWN,
