imei,url,assetType,assetRegistration,transmitted,received,latitude,longitude,speed,track,altitude,events,productType
300234063849140,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063849140,HELICOPTER,ZK-HYA - Spidertracks,2022-07-22T13:47:30+1000,2022-07-22T13:47:54+1000,-44.9078416666667,168.521225,223,285,1732,EVT_STANDARD,UNKNOWN
A15000244,https://arena.nafc.org.au/tracking/api/ext/currentLocations/A15000244,FIXED_WING,ZK-NFD,2022-07-19T12:30:34+1000,2022-07-19T12:31:51+1000,-43.4991846531387,172.526662834386,0,0,35,EVT_STARTUP,UNKNOWN
5P140619000266,https://arena.nafc.org.au/tracking/api/ext/currentLocations/5P140619000266,HELICOPTER,FB421 VH-WHW Stirling Helicopters,2022-03-12T13:00:03+1100,2022-03-12T13:01:12+1100,-23.37259,150.4763,0,0,24,EVT_STANDARD,UNKNOWN
H16000039,https://arena.nafc.org.au/tracking/api/ext/currentLocations/H16000039,HELICOPTER,ZK-HNX,2022-07-22T13:43:46+1000,2022-07-22T13:43:56+1000,-41.3397220176375,173.077518836819,0,0,50,EVT_ENGINEOFF,UNKNOWN
300125060644550,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300125060644550,HELICOPTER,HT101 C-GBND United Aero,2022-03-12T15:40:31+1100,2022-03-12T15:41:45+1100,-35.3783303601644,149.172439452738,0,105,736,EVT_STARTUP,UNKNOWN
300434062696990,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062696990,FIXED_WING,BD125 VH-LMC AGAIR,2022-07-21T15:50:19+1000,2022-07-21T15:50:26+1000,-38.02446,144.48122,0,0,24,EVT_SHUTDOWN,UNKNOWN
300234062063690,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062063690,HELICOPTER,FB291 VH-YAM United Aero,2019-10-14T16:52:53+1100,2019-10-14T16:53:05+1100,-34.0397383333333,150.68716,0,103,69,EVT_STANDARD,
0817IG3024E,https://arena.nafc.org.au/tracking/api/ext/currentLocations/0817IG3024E,HELICOPTER,HT260 N563DJ,2019-12-09T10:14:42+1100,2019-12-09T10:15:22+1100,-33.91838,150.98888,21,272,36,EVT_STANDARD,
300234064326370,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064326370,HELICOPTER,FB255 VH-UAI United Aero,2019-10-26T18:57:32+1100,2019-10-26T18:58:44+1100,-34.0398666666667,150.687243333333,0,0,72,EVT_SHUTDOWN,
300234030136260,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234030136260,FIXED_WING,B218 VH-FBZ Pays Air Service FIREBOSS,2022-07-22T04:11:13+1000,2022-07-22T04:12:18+1000,38.116762,23.785123,0,0,275,EVT_STANDARD,WATER
300434063778260,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063778260,HELICOPTER,ZK-IME,2022-07-22T06:54:20+1000,2022-07-22T06:54:33+1000,-45.86161,170.36505,1,0,26,EVT_STARTUP,UNKNOWN
300234060016080,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060016080,HELICOPTER,FB308 VH-KHQ Kestrel Aviation - SPD,2018-11-09T17:14:00+1100,2018-11-09T17:16:04+1100,-36.8991683333333,145.181373333333,0,0,112,EVT_STANDARD,
300234066686540,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066686540,FIXED_WING,B253 VH-WXH Aircair Aviation,2021-11-27T07:54:31+1100,2021-11-27T07:54:42+1100,-29.66736,149.38093,222,297,225,EVT_ENGINEOFF,WATER
300434063499970,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063499970,HELICOPTER,FB308 (VH-UJB),2022-07-22T11:59:45+1000,2022-07-22T11:59:55+1000,-37.68577,145.47903,0,0,125,EVT_STANDARD,UNKNOWN
300434062574540,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062574540,HELICOPTER,ZK-IYN,2022-06-18T14:59:48+1000,2022-06-18T14:59:59+1000,-45.8581,170.35864,0,0,32,EVT_SHUTDOWN,UNKNOWN
300434062460590,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062460590,FIXED_WING,VH-KSC,2022-07-20T16:16:43+1000,2022-07-20T16:16:50+1000,-23.49335,148.17942,0,0,176,EVT_SHUTDOWN,UNKNOWN
5X180701000837,https://arena.nafc.org.au/tracking/api/ext/currentLocations/5X180701000837,HELICOPTER,JMM,2021-12-06T13:27:23+1100,2021-12-06T13:27:32+1100,-20.27901,148.7563,0,0,-1,EVT_STANDARD,UNKNOWN
300434063302110,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063302110,HELICOPTER,ZK-IRM,2022-07-20T12:37:49+1000,2022-07-20T12:37:57+1000,-45.41845,167.73363,0,0,235,EVT_SHUTDOWN,UNKNOWN
K14000148,https://arena.nafc.org.au/tracking/api/ext/currentLocations/K14000148,HELICOPTER,ZK-HGU,2022-07-21T18:27:44+1000,2022-07-21T18:27:52+1000,-41.295723059646,173.229224580962,0,0,10,EVT_LANDING,UNKNOWN
300234062849260,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062849260,FIXED_WING,FS436 VH-LWH Meandarra Aerial,2016-12-22T12:32:39+1100,2016-12-22T12:32:45+1100,-27.45915,151.721366666667,286,276,1946,EVT_STANDARD,
300034012470570,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012470570,HELICOPTER,Obsolete,2019-11-06T20:13:50+1100,2019-11-06T20:14:54+1100,-32.0913866666667,115.880615,43,21,26,EVT_STANDARD,
H13000235,https://arena.nafc.org.au/tracking/api/ext/currentLocations/H13000235,HELICOPTER,FB729 VH-UUI Helicopter Resources,2022-07-21T12:28:35+1000,2022-07-21T12:29:18+1000,-41.4271459408744,147.144247995976,0,0,15,EVT_STARTUP,UNKNOWN
300234011449820,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234011449820,HELICOPTER,FB739 VH-AWK Microflite,2017-12-11T17:46:00+1100,2017-12-11T17:47:01+1100,-37.97203,145.092916666667,0,0,19,EVT_SARCANCEL,
C13178497,https://arena.nafc.org.au/tracking/api/ext/currentLocations/C13178497,HELICOPTER,FB508 VH-HQO Aerotech,2019-10-31T10:32:31+1100,2019-10-31T10:32:34+1100,-34.0248890041776,138.524198180246,0,0,170,EVT_SCHEDULED,
300234067716230,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234067716230,HELICOPTER,VH-HUE,2020-01-03T09:55:49+1100,2020-01-03T09:56:19+1100,-33.2279233333333,151.419345,0,0,37,EVT_STANDARD,
300234064321360,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064321360,HELICOPTER,HT274 C-FWTQ United Aero,2017-05-14T07:44:20+1000,2017-05-14T07:45:17+1000,49.67635,-108.29656,190,85,1273,EVT_STANDARD,
B21000010,https://arena.nafc.org.au/tracking/api/ext/currentLocations/B21000010,HELICOPTER,VH-YXR,2022-07-21T15:02:22+1000,2022-07-21T15:09:50+1000,-23.3741513900206,150.478829301578,0,0,20,EVT_SCHEDULED,UNKNOWN
300234011571220,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234011571220,HELICOPTER,FB700 VH-XCW,2019-09-26T09:35:08+1000,2019-09-26T09:35:16+1000,-42.83895,147.50735,0,16,11,EVT_STANDARD,
300434062098320,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062098320,HELICOPTER,ZK-HXZ,2022-07-01T09:28:44+1000,2022-07-01T09:28:53+1000,-43.2877,172.54203,0,0,67,EVT_SHUTDOWN,UNKNOWN
300434066106560,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434066106560,FIXED_WING,B587 VH-OUJ Aerotech,2022-07-18T11:23:32+1000,2022-07-18T11:23:41+1000,-35.87085,140.06987,0,0,25,EVT_SHUTDOWN,FOAM
300434062144320,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062144320,HELICOPTER,FB269 VH-JAK Fleet/Commercial,2022-07-18T16:24:15+1000,2022-07-18T16:24:28+1000,-30.52967,151.61832,0,0,1093,EVT_STANDARD,UNKNOWN
300234060900120,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060900120,HELICOPTER,HT343 VH-EJL Forest Air,2018-09-06T14:10:50+1000,2018-09-06T14:11:40+1000,-35.9069883333333,146.912663333333,0,0,231,EVT_STANDARD,
300434064017610,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434064017610,VEHICLE,Fuel Truck (MHS 23),2022-04-18T09:36:40+1000,2022-04-18T09:36:56+1000,-38.34278,143.60881,0,0,150,EVT_SHUTDOWN,UNKNOWN
300234011987200,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234011987200,HELICOPTER,FB220 VH-CKU Pays Helicopters,2018-05-09T16:36:14+1000,2018-05-09T16:36:24+1000,-35.9017,147.613316666667,59,209,816,EVT_STANDARD,
300234066185480,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066185480,HELICOPTER,ZK-HPE,2022-05-30T12:14:01+1000,2022-05-30T12:15:20+1000,-41.2953436374664,173.22817325592,28,46,14,EVT_STANDARD,UNKNOWN
300034012333260,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012333260,HELICOPTER,FB714 VH-AFO Helicopter Resources,2019-04-17T08:54:20+1000,2019-04-17T08:55:17+1000,-42.890395,147.94711,136,88,189,EVT_STANDARD,
300234064968410,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064968410,FIXED_WING,FS124 LPJ Air Affairs,2019-05-21T10:03:54+1000,2019-05-21T10:03:58+1000,-34.94595,150.5254,0,123,132,EVT_STANDARD,
300234062161180,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062161180,HELICOPTER,ZK-IVB,2021-08-06T09:31:31+1000,2021-08-06T09:31:36+1000,-37.02655,174.976033333333,0,9,63,EVT_STANDARD,UNKNOWN
I09219042,https://arena.nafc.org.au/tracking/api/ext/currentLocations/I09219042,HELICOPTER,ZK-HQT,2022-07-22T13:34:20+1000,2022-07-22T13:34:50+1000,-43.4996573923385,172.52646268045,0,0,40,EVT_SCHEDULED,UNKNOWN
300234066434740,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066434740,HELICOPTER,ZK-HQN,2022-07-22T11:15:51+1000,2022-07-22T11:16:52+1000,-41.2970173358917,173.22695016861,0,120,7,EVT_STANDARD,UNKNOWN
300534060386110,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300534060386110,HELICOPTER,ZK-IDS,2022-05-12T07:32:09+1000,2022-05-12T07:33:22+1000,-43.9456343650818,-176.560592651367,0,255,17,EVT_STANDARD,UNKNOWN
E21000057,https://arena.nafc.org.au/tracking/api/ext/currentLocations/E21000057,HELICOPTER,ZK-IHL,2022-07-16T14:46:20+1000,2022-07-16T14:46:29+1000,-42.4628219742424,171.191174852717,0,0,10,EVT_SCHEDULED,UNKNOWN
300434062093430,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062093430,HELICOPTER,ZK-HSN,2022-07-22T13:15:00+1000,2022-07-22T13:15:57+1000,-43.38377,170.14192,0,0,124,EVT_STANDARD,UNKNOWN
300125010808360,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300125010808360,FIXED_WING,B914 N603AX AGAIR,2022-07-22T11:07:50+1000,2022-07-22T11:08:07+1000,38.6696432654363,-121.396186697272,0,179,29,EVT_SHUTDOWN,UNKNOWN
300234063180200,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063180200,HELICOPTER,N948CH - Data,2020-02-02T23:42:59+1100,2020-02-02T23:42:57+1100,-37.12796,-72.41342,0,0,135,EVT_STANDARD,
300234064942100,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064942100,HEARTBEAT,SPI173218,2019-11-30T15:08:20+1100,2019-11-30T15:08:34+1100,-35.2706,148.242413333333,0,0,269,EVT_STANDARD,
300434063188040,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063188040,FIXED_WING,FS291 VH-SPC,2022-07-21T17:36:26+1000,2022-07-21T17:36:38+1000,-16.40222,131.01278,0,0,90,EVT_SHUTDOWN,UNKNOWN
300234060417660,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060417660,HELICOPTER,ZK-HSE,2022-07-20T10:07:00+1000,2022-07-20T10:07:20+1000,-42.95297,171.0345,0,0,92,EVT_STANDARD,UNKNOWN
300434062092730,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062092730,VEHICLE,TRUCK Field Air (JET A1 fuel),2020-05-19T16:59:30+1000,2020-05-19T16:59:46+1000,-37.15829,142.53096,3,0,215,EVT_STANDARD,UNKNOWN
300434064336620,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434064336620,VEHICLE,XN81WM-P306-T606 / Techfuel,2022-05-27T14:38:47+1000,2022-05-27T14:38:52+1000,-33.84196,150.8835,0,0,59,EVT_SHUTDOWN,UNKNOWN
300434062093530,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062093530,HELICOPTER,HT662 N97MD McDermott,2022-07-22T11:54:21+1000,2022-07-22T11:54:32+1000,-32.09105,115.88208,0,0,47,EVT_SHUTDOWN,UNKNOWN
300434062789430,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062789430,HELICOPTER,ZK-HSC,2022-07-22T13:22:44+1000,2022-07-22T13:22:51+1000,-43.48232,172.52886,0,0,44,EVT_SHUTDOWN,UNKNOWN
J16000028,https://arena.nafc.org.au/tracking/api/ext/currentLocations/J16000028,FIXED_WING,N292EA Erickson Aero Tanker,2022-07-21T10:53:59+1000,2022-07-21T10:54:46+1000,32.4120856050278,-99.6824085665108,0,0,540,EVT_STARTUP,UNKNOWN
300125060206530,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300125060206530,FIXED_WING,B132 N405LC Coulson Aircrane,2016-08-20T04:05:42+1000,2016-08-20T04:05:57+1000,61.1637073343789,-149.98525857574,0,0,40,EVT_SHUTDOWN,
300034012591370,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012591370,HELICOPTER,FB474 VH-HRU McDermott,2018-04-09T14:49:18+1000,2018-04-09T14:49:24+1000,-26.3984,152.911816666667,0,292,100,EVT_STANDARD,
300434061578660,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434061578660,HELICOPTER,ZK-IBV,2022-07-22T13:47:45+1000,2022-07-22T13:47:59+1000,-44.97968,168.64079,0,0,1445,EVT_STANDARD,UNKNOWN
300434063863660,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063863660,HELICOPTER,HT230 VH-UYH AIR T&G,2022-06-28T12:26:32+1000,2022-06-28T12:26:42+1000,-28.83709,153.5543,1,0,55,EVT_SHUTDOWN,UNKNOWN
300425060904310,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300425060904310,FIXED_WING,N132CG,2021-04-16T06:25:41+1000,2021-04-16T06:26:32+1000,34.0977368199328,-117.245193281445,0,0,528,EVT_STARTUP,UNKNOWN
300434063416180,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063416180,HELICOPTER,ZK-HAC,2022-07-22T09:43:30+1000,2022-07-22T09:43:40+1000,-44.72449,169.24599,0,0,356,EVT_STANDARD,UNKNOWN
300434062796890,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062796890,FIXED_WING,VH-WTW AGAIR,2022-05-10T12:31:50+1000,2022-05-10T12:31:54+1000,-37.06921,142.7409,0,0,238,EVT_SHUTDOWN,UNKNOWN
300125010008730,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300125010008730,FIXED_WING,B131 N131CG Coulson Aviation,2022-04-20T02:30:27+1000,2022-04-20T02:30:53+1000,33.6348116795102,-116.162391526967,0,0,-35,EVT_SHUTDOWN,UNKNOWN
300434064333630,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434064333630,VEHICLE,XN80SW-P302-T602 / Techfuel,2022-07-06T16:48:28+1000,2022-07-06T16:48:36+1000,-37.51535,143.78936,0,0,439,EVT_SHUTDOWN,UNKNOWN
300234060705440,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060705440,FIXED_WING,FB402 VH-MDR R-Mach,2020-12-08T18:02:08+1100,2020-12-08T18:02:28+1100,-23.37247,150.47659,0,0,0,EVT_STANDARD,UNKNOWN
300034012393550,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012393550,HELICOPTER,HT281 VH-DHY - Tasmanian Helicopters,2019-02-13T12:04:50+1100,2019-02-13T12:06:06+1100,-41.2184416666667,146.417445,0,57,25,EVT_STANDARD,
300234060920920,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060920920,FIXED_WING,B232 VH-KDS AGFORCE,2018-05-29T10:09:55+1000,2018-05-29T10:10:03+1000,-29.4943233333333,149.845603333333,0,11,211,EVT_STANDARD,
300234066439500,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066439500,HELICOPTER,IEP,2022-07-22T13:46:24+1000,2022-07-22T13:46:52+1000,-40.69368,176.05944,0,0,240,EVT_STANDARD,UNKNOWN
300234067941490,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234067941490,HELICOPTER,ZK-ITG,2022-03-31T07:32:11+1100,2022-03-31T07:33:32+1100,-39.46901679039,176.871728897095,0,128,-3,EVT_STANDARD,UNKNOWN
300234064748390,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064748390,HELICOPTER,HT297 VH-VRC Skyhook,2019-07-14T10:44:20+1000,2019-07-14T10:44:57+1000,-32.7275683333333,152.075368333333,0,0,23,EVT_SHUTDOWN,
300434063779800,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063779800,HELICOPTER,CR2,2020-10-22T10:45:30+1100,2020-10-22T10:45:32+1100,-24.31552,151.89483,0,0,26,EVT_STANDARD,UNKNOWN
300234060464010,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060464010,HELICOPTER,FB323 VH-PHU PHS,2021-10-23T18:12:10+1100,2021-10-23T18:12:29+1100,-37.979885,145.094356666667,0,0,23,EVT_STANDARD,UNKNOWN
300034012174670,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012174670,HELICOPTER,XX-TBR-HT673 N254SM McDermott,2019-10-24T17:43:05+1100,2019-10-24T17:43:08+1100,1.40683333333333,103.865,0,38,36,EVT_STANDARD,
300234063471550,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063471550,FIXED_WING,B359 VH-VWF Alpine Airwork,2020-04-26T10:00:00+1000,2020-04-26T10:00:24+1000,-36.97057,147.70078,0,0,792,EVT_STANDARD,
300034012174320,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012174320,HELICOPTER,XX-TBR-HT671 P2-MBH McDermott,2019-06-06T17:42:01+1000,2019-06-06T17:42:13+1000,-32.09132,115.88344,0,94,23,EVT_STANDARD,
300034012954320,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012954320,HELICOPTER,FB239 VH-JWF Fleet/Commercial,2018-04-27T13:41:50+1000,2018-04-27T13:41:54+1000,-30.52955,151.61819,0,104,1085,EVT_SHUTDOWN,
300434063358960,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063358960,HELICOPTER,HT272 VH-LUE Helitreck,2022-03-23T15:18:54+1100,2022-03-23T15:18:58+1100,-33.91784,150.99449,0,0,25,EVT_SHUTDOWN,WATER
300434062899050,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062899050,HELICOPTER,ZK-IGO,2022-07-22T13:09:09+1000,2022-07-22T13:09:32+1000,-45.02437,168.74144,0,0,360,EVT_SHUTDOWN,UNKNOWN
300234063213090,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063213090,HELICOPTER,FB732 VH-SRB Helicopter Resources,2019-04-17T16:24:30+1000,2019-04-17T16:24:47+1000,-42.829155,147.474975,0,0,23,EVT_STANDARD,
300434063410090,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063410090,HELICOPTER,ZK-IEX,2022-05-25T13:53:45+1000,2022-05-25T13:54:10+1000,-37.02646,174.97553,0,0,62,EVT_STANDARD,UNKNOWN
300434062095920,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062095920,HELICOPTER,ZK-ICZ,2022-07-22T13:47:00+1000,2022-07-22T13:47:21+1000,-44.56971,168.00286,142,353,1839,EVT_STANDARD,UNKNOWN
300434066915250,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434066915250,HELICOPTER,ZK-ITX,2022-06-22T10:00:21+1000,2022-06-22T10:00:28+1000,-39.36281,175.60597,0,0,1033,EVT_SHUTDOWN,UNKNOWN
300434066917260,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434066917260,FIXED_WING,ZK-INT,2022-07-22T13:47:45+1000,2022-07-22T13:47:52+1000,-45.06961,168.79953,0,0,1998,EVT_STANDARD,UNKNOWN
300125010908210,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300125010908210,FIXED_WING,B911 N17085 AGAIR,2022-07-22T05:37:02+1000,2022-07-22T05:37:36+1000,38.516410469196,-104.624140438032,572,7,4054,EVT_INFLIGHT,UNKNOWN
300234061426150,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234061426150,VEHICLE,AO Stirling North ,2020-10-16T11:28:18+1100,2020-10-16T11:28:30+1100,-32.5121666666667,137.802183333333,0,5,8,EVT_STANDARD,UNKNOWN
300234060210840,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060210840,VEHICLE,FT136 VH-WRC Pays Air Service,2019-08-01T16:16:27+1000,2019-08-01T16:16:41+1000,-32.03741,150.83446,1,6,234,EVT_STANDARD,
300234011950050,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234011950050,HELICOPTER,FB287 VH-BUK Aerologistics,2019-08-28T11:35:10+1000,2019-08-28T11:35:58+1000,-32.8792366666667,151.728175,0,0,45,EVT_STANDARD,
300234010625520,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234010625520,HELICOPTER,SAOQFRS05,2018-11-23T18:34:23+1100,2018-11-23T18:34:35+1100,-24.9002633333333,152.320948333333,0,845,34,EVT_STANDARD,
300234061425490,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234061425490,FIXED_WING,FS515 VH-CXZ - Aerotech,2019-01-07T11:13:44+1100,2019-01-07T11:13:54+1100,-37.7453166666667,140.7876,23,334,64,EVT_STANDARD,
300234060032080,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060032080,HELICOPTER,SAOQFRS09,2018-12-04T19:03:14+1100,2018-12-04T19:03:33+1100,-27.54488,151.914091666667,1,183,636,EVT_STANDARD,
5X200225000975,https://arena.nafc.org.au/tracking/api/ext/currentLocations/5X200225000975,VEHICLE,T3903 34kL,2021-12-01T10:48:22+1100,2021-12-01T10:46:48+1100,-33.89991,151.0766,0,0,128,EVT_STANDARD,UNKNOWN
300434063389510,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063389510,HELICOPTER,ZK-IYY - ex IWC,2022-07-22T07:20:07+1000,2022-07-22T07:20:14+1000,-45.41819,167.73376,0,0,248,EVT_SHUTDOWN,UNKNOWN
300434063352880,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063352880,HELICOPTER,GREEN,2022-07-22T12:28:51+1000,2022-07-22T12:29:02+1000,-44.72436,169.24601,0,0,354,EVT_SHUTDOWN,UNKNOWN
J17000188,https://arena.nafc.org.au/tracking/api/ext/currentLocations/J17000188,HELICOPTER,HT338 (VH-JJR),2022-07-19T15:13:45+1000,2022-07-19T15:14:23+1000,-37.9725017416486,145.092822335439,0,0,30,EVT_SCHEDULED,UNKNOWN
300034013309760,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013309760,HELICOPTER,HT674 P2-MLJ McDermott,2018-11-17T12:36:51+1100,2018-11-17T12:37:01+1100,-32.0909166666667,115.883383333333,18,146,69,EVT_STANDARD,
300234062836670,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062836670,FIXED_WING,BD273 VH-LVG AGAIR,2019-08-13T18:20:01+1000,2019-08-13T18:20:11+1000,-33.6055666666667,150.7912,24,107,18,EVT_STANDARD,
300234065529660,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234065529660,HELICOPTER,VH-LEE Snowy Hydro - Heli Surveys,2020-01-09T11:44:00+1100,2020-01-09T11:44:37+1100,-36.08166,149.124585,187,335,1134,EVT_STANDARD,
300234060803360,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060803360,HELICOPTER,HT676 VH-SMI McDermott,2018-10-24T21:17:03+1100,2018-10-24T21:17:19+1100,-32.0913666666667,115.883466666667,0,168,30,EVT_STANDARD,
300234060134930,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060134930,HELICOPTER,FB623 VH-YUQ McDermott,2018-05-30T14:33:13+1000,2018-05-30T14:33:23+1000,-32.0914666666667,115.883316666667,0,0,25,EVT_STANDARD,
300434062796400,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062796400,HELICOPTER,FB221 VH-ONS Fleet Helicopters,2022-07-19T14:07:04+1000,2022-07-19T14:07:27+1000,-30.52941,151.61844,0,0,1086,EVT_SHUTDOWN,UNKNOWN
H13000229,https://arena.nafc.org.au/tracking/api/ext/currentLocations/H13000229,HELICOPTER,VH-UUG,2018-11-26T16:44:35+1100,2018-11-26T16:44:38+1100,-42.8293512114689,147.475012652204,0,0,5,EVT_SCHEDULED,
300234061474780,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234061474780,HELICOPTER,FB210 VH-JOW Fleet/Commercial,2018-03-29T10:32:09+1100,2018-03-29T10:32:18+1100,-30.52984,151.61802,0,62,1085,EVT_STANDARD,
300234067052780,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234067052780,HELICOPTER,HT297 VH-VRC Skyhook,2021-06-15T10:49:31+1000,2021-06-15T10:50:43+1000,-32.727552652359,152.075393199921,0,98,28,EVT_STANDARD,UNKNOWN
300434063418070,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063418070,HELICOPTER,FB272 VH-JVS Sydney Helicopters,2020-06-04T09:53:41+1000,2020-06-04T09:54:03+1000,-33.83012,151.02468,1,0,-9,EVT_SHUTDOWN,UNKNOWN
300434062586510,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062586510,FIXED_WING,FS122 LJA,2022-07-14T10:10:26+1000,2022-07-14T10:10:33+1000,-34.94548,150.52786,0,0,138,EVT_SHUTDOWN,UNKNOWN
300234063939420,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063939420,FIXED_WING,B352 VH-FFM Field Air (AT-802F),2022-07-22T03:18:22+1000,2022-07-22T03:18:34+1000,38.11542,23.78581,0,126,260,EVT_STANDARD,WATER
300234066588230,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066588230,HELICOPTER,HT672 - N234PH - McDermott DV,2022-07-22T04:00:15+1000,2022-07-22T04:00:20+1000,40.51641,22.97886,0,203,2,EVT_STANDARD,GEL
300224010216540,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300224010216540,HELICOPTER,HT251 C-GLFT Valhalla Helicopters,2019-02-25T16:48:24+1100,2019-02-25T16:49:39+1100,-34.5617618895627,150.794443535474,0,0,16,EVT_SHUTDOWN,
A16000003,https://arena.nafc.org.au/tracking/api/ext/currentLocations/A16000003,HELICOPTER,ZK-HJC,2022-07-19T06:10:36+1000,2022-07-19T06:10:41+1000,-42.4626717705331,171.191614735002,0,0,-55,EVT_STARTUP,UNKNOWN
300434062091330,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062091330,HELICOPTER,N746H - McDermott,2022-07-22T04:26:53+1000,2022-07-22T04:27:02+1000,38.06287,23.5641,0,0,16,EVT_SHUTDOWN,UNKNOWN
