type,type,type,.features[].geometry.coordinates[],imei,url,assetType,assetRegistration,transmitted,received,speed,track,events
,Feature,Point,168.7192;-45.0049;789,300434063649320,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063649320?geojson=true,HELICOPTER,ZK-HAE,2022-07-25T12:03:45+1000,2022-07-25T12:03:57+1000,0,0,EVT_SHUTDOWN
,Feature,Point,149.0864;-33.3511;993,300434062580520,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062580520?geojson=true,HELICOPTER,FB495 VH-VOT Orange Helicopters,2022-07-25T10:32:34+1000,2022-07-25T10:32:43+1000,0,0,EVT_SHUTDOWN
,Feature,Point,130.8845;-12.411;39,300234063171020,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063171020?geojson=true,HELICOPTER,N38MD - HT/RCSU 429 - McDermott,2018-03-28T14:26:27+1100,2018-03-28T14:26:39+1100,0,172,EVT_STANDARD
,Feature,Point,142.7409;-37.0705;238,300234062844290,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062844290?geojson=true,FIXED_WING,BD372 VH-IOK AGAIR,2018-03-30T18:34:13+1100,2018-03-30T18:34:19+1100,18,22,EVT_STANDARD
,Feature,Point,146.1407;-37.693;1055,E18000240,https://arena.nafc.org.au/tracking/api/ext/currentLocations/E18000240?geojson=true,HELICOPTER,N173AC,2019-01-28T19:07:32+1100,2019-01-28T19:07:36+1100,4,195,EVT_ENGINEOFF
,Feature,Point,147.5705;-37.8812;54,300234060960560,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060960560?geojson=true,FIXED_WING,BD374 VH-LSZ Bairnsdale Air Charter,2020-07-02T09:37:16+1000,2020-07-02T09:37:19+1000,1,275,EVT_STANDARD
,Feature,Point,172.3511;-41.7961;182,300434062799830,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062799830?geojson=true,HELICOPTER,MHT AS350B3,2022-07-23T17:54:01+1000,2022-07-23T17:54:11+1000,0,0,EVT_STARTUP
,Feature,Point,119.8008;-23.4177;577,300034012397030,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012397030?geojson=true,HELICOPTER,VH-NRW,2019-03-25T13:36:50+1100,2019-03-25T13:37:23+1100,0,11,EVT_STANDARD
,Feature,Point,147.2038;-41.1126;129,300434063495290,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063495290?geojson=true,HELICOPTER,HT783 VH-UHX,2022-02-14T15:15:58+1100,2022-02-14T15:16:29+1100,1,0,EVT_SHUTDOWN
,Feature,Point,152.912;-26.3985;99,300034012291370,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012291370?geojson=true,HELICOPTER,N281JL NAL 9601,2018-08-28T14:19:31+1000,2018-08-28T14:19:40+1000,0,251,EVT_STANDARD
,Feature,Point,150.794;-34.5618;13,300224010427700,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300224010427700?geojson=true,HELICOPTER,HT252 C-FPSZ Valhalla Helicopters,2019-02-25T16:42:50+1100,2019-02-25T16:43:32+1100,0,0,EVT_SHUTDOWN
,Feature,Point,151.728;-32.8793;17,300034012490150,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012490150?geojson=true,HELICOPTER,FB283 VH-XGC Aerologistics,2019-08-28T12:34:20+1000,2019-08-28T12:34:49+1000,0,36,EVT_STANDARD
,Feature,Point,151.4355;-33.0661;12,300234060569290,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060569290?geojson=true,HELICOPTER,HT282 VH-RSL National,2022-01-05T15:14:46+1100,2022-01-05T15:14:58+1100,1,283,EVT_STANDARD
,Feature,Point,128.6879;-15.7241;52,300234067751140,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234067751140?geojson=true,HEARTBEAT,East Kimberley-Responder,2022-04-23T10:00:51+1000,2022-04-23T10:01:45+1000,1,0,EVT_STANDARD
,Feature,Point,144.4782;-38.0214;14,300234060927910,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060927910?geojson=true,VEHICLE,AR-7022 - 1GI-6FZ - Aero Refuellers,2019-03-20T12:25:37+1100,2019-03-20T12:26:04+1100,0,171,EVT_STANDARD
,Feature,Point,138.6348;-34.7865;59,300434063495900,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063495900?geojson=true,HELICOPTER,VH-UHS HT513,2022-07-25T15:15:21+1000,2022-07-25T15:15:35+1000,0,0,EVT_SHUTDOWN
,Feature,Point,146.9747;-36.0571;179,300234060759400,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060759400?geojson=true,VEHICLE,AR7400 - XJS - 402 - Aero Refuellers,2018-12-17T13:25:45+1100,2018-12-17T13:25:57+1100,1,353,EVT_STANDARD
,Feature,Point,141.8134;-27.3995;110,300234063215200,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063215200?geojson=true,HELICOPTER,VH-BHT,2019-10-29T09:47:10+1100,2019-10-29T09:47:43+1100,7,95,EVT_LANDING
,Feature,Point,35.2896;36.9907;20,300434066214570,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434066214570?geojson=true,FIXED_WING,B435 VH-FZV CHAS,2022-07-26T01:09:22+1000,2022-07-26T01:10:41+1000,0,0,EVT_SHUTDOWN
,Feature,Point,153.115;-30.3154;7,300034012293290,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012293290?geojson=true,HELICOPTER,HT205 VH-ONZ Fleet,2018-05-08T10:16:43+1000,2018-05-08T10:16:47+1000,0,61,EVT_STANDARD
,Feature,Point,147.415;-19.6696;58,300034012760820,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012760820?geojson=true,HELICOPTER,FB422 VH-AYP Dwyer Aviation,2019-09-11T06:39:30+1000,2019-09-11T06:40:36+1000,100,29,EVT_STANDARD
,Feature,Point,144.8993;-37.7223;92,300234060763540,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060763540?geojson=true,FIXED_WING,BD275 VH-HPY AGAIR,2018-05-09T11:32:26+1000,2018-05-09T11:32:35+1000,21,358,EVT_STANDARD
,Feature,Point,148.598;-36.4286;1051,300034012296910,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012296910?geojson=true,HELICOPTER,FB298 VH-BHF Heli Surveys,2018-10-15T15:31:24+1100,2018-10-15T15:31:27+1100,0,263,EVT_STANDARD
,Feature,Point,149.6167;-32.562;468,300234011471700,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234011471700?geojson=true,FIXED_WING,B717 VH-NWU R&M Aircraft,2017-03-15T12:07:28+1100,2017-03-15T12:07:41+1100,0,0,EVT_STANDARD
,Feature,Point,150.6779;-31.5223;404,300434062587620,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062587620?geojson=true,FIXED_WING,FS268 VH-BMX Curtis Aviation,2019-12-18T07:25:33+1100,2019-12-18T07:25:40+1100,1,0,EVT_STANDARD
,Feature,Point,132.3832;-14.5198;0,300224010806720,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300224010806720?geojson=true,HELICOPTER,VH-EPH,2017-12-04T23:13:46+1100,2017-12-04T23:14:20+1100,0,347,EVT_STANDARD
,Feature,Point,146.9739;-36.0571;176,5X200225001008,https://arena.nafc.org.au/tracking/api/ext/currentLocations/5X200225001008?geojson=true,VEHICLE,AR6887,2022-07-26T13:15:19+1000,2022-07-26T13:15:30+1000,0,0,EVT_STANDARD
,Feature,Point,153.0713;-27.2068;-3,300234062811910,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062811910?geojson=true,HELICOPTER,FB302 VH-SCO - PHS,2018-07-05T09:45:44+1000,2018-07-05T09:45:47+1000,0,205,EVT_STANDARD
,Feature,Point,170.3628;-45.8623;42,300434063776790,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063776790?geojson=true,HELICOPTER,ZK-IWY,2022-07-06T14:31:02+1000,2022-07-06T14:31:13+1000,0,0,EVT_STARTUP
,Feature,Point,-121.3941;38.6746;27,300234066331810,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234066331810?geojson=true,HELICOPTER,N947CH - Data,2019-10-30T09:12:09+1100,2019-10-30T09:14:07+1100,0,0,EVT_STANDARD
,Feature,Point,170.407;-44.0128;783,300434062097320,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062097320?geojson=true,HELICOPTER,ZK-HDL,2022-07-23T15:42:59+1000,2022-07-23T15:43:21+1000,1,0,EVT_SHUTDOWN
,Feature,Point,-119.3804;49.9575;425,J14000013,https://arena.nafc.org.au/tracking/api/ext/currentLocations/J14000013?geojson=true,FIXED_WING,T132 N405LC Coulson Aircrane,2018-01-10T06:02:11+1100,2018-01-10T06:02:16+1100,0,0,EVT_SCHEDULED
,Feature,Point,150.6082;-34.1589;184,0518G4048MX,https://arena.nafc.org.au/tracking/api/ext/currentLocations/0518G4048MX?geojson=true,HELICOPTER,HT260 N563DJ,2019-12-20T19:30:33+1100,2019-12-20T19:31:28+1100,0,126,EVT_STANDARD
,Feature,Point,153.0292;-29.759;31,300034012069120,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012069120?geojson=true,HELICOPTER,FB293 VH-DKG Truenorth,2016-12-13T09:08:50+1100,2016-12-13T09:09:33+1100,0,78,EVT_STANDARD
,Feature,Point,145.7519;-16.8869;1,300234062900340,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062900340?geojson=true,HELICOPTER,HT783 VH-UHX - Tasmanian Helicopters,2019-03-23T16:30:00+1100,2019-03-23T16:30:49+1100,0,0,EVT_STANDARD
,Feature,Point,146.8888;-35.9297;468,300034012599360,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012599360?geojson=true,HELICOPTER,FB247 VH-ONI Forest Air,2017-01-31T12:39:43+1100,2017-01-31T12:39:52+1100,146,231,EVT_STANDARD
,Feature,Point,-122.8086;38.5139;30,J17000022,https://arena.nafc.org.au/tracking/api/ext/currentLocations/J17000022?geojson=true,HELICOPTER,HT747 N6962R,2018-09-24T10:27:41+1000,2018-09-24T10:28:25+1000,0,0,EVT_STARTUP
,Feature,Point,147.8589;-43.1045;69,300234060163380,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060163380?geojson=true,HELICOPTER,FB709 - VH-OSL - Osborne Aviation,2019-09-07T13:08:00+1000,2019-09-07T13:08:24+1000,0,0,EVT_STANDARD
,Feature,Point,151.6181;-30.5306;1099,300434062169090,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062169090?geojson=true,VEHICLE,Landcruiser DD56KZ,2022-07-25T14:50:45+1000,2022-07-25T14:50:52+1000,0,0,EVT_SHUTDOWN
,Feature,Point,151.7278;-32.8793;14,300234062677400,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062677400?geojson=true,HELICOPTER,FB219 VH-THV Aerologistics,2019-04-22T15:04:50+1000,2019-04-22T15:05:14+1000,0,0,EVT_STANDARD
,Feature,Point,151.2661;-33.5548;156,300434062784440,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062784440?geojson=true,HELICOPTER,FB512 VH-TVG,2022-03-18T10:59:45+1100,2022-03-18T10:59:48+1100,40,326,EVT_STANDARD
,Feature,Point,174.9703;-37.0376;49,300234064322380,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064322380?geojson=true,HELICOPTER,ZK-MHT,2022-03-09T06:58:49+1100,2022-03-09T07:00:55+1100,0,245,EVT_STANDARD
,Feature,Point,145.5693;-32.6229;214,300434062581430,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062581430?geojson=true,HELICOPTER,PKAR05,2022-07-26T13:07:45+1000,2022-07-26T13:09:22+1000,51,199,EVT_STANDARD
,Feature,Point,146.9124;-35.9072;227,300434062168140,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062168140?geojson=true,HELICOPTER,FB314 VH-JSU Forest Air,2022-04-03T11:21:15+1000,2022-04-03T11:21:19+1000,0,0,EVT_STANDARD
,Feature,Point,145.1814;-36.8989;139,B8:F1:2A:3A:BC:17,https://arena.nafc.org.au/tracking/api/ext/currentLocations/B8:F1:2A:3A:BC:17?geojson=true,VEHICLE,Refueller VH-KWU HT334 Kestrel Aviation,2022-03-30T09:40:56+1100,2022-03-30T09:40:56+1100,0,0,EVT_CHECKIN
,Feature,Point,115.8833;-32.0916;32,300434062929530,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062929530?geojson=true,HELICOPTER,HT663 N365JL McDermott,2022-07-07T11:23:56+1000,2022-07-07T11:24:07+1000,0,0,EVT_SHUTDOWN
,Feature,Point,139.4342;-35.2573;-3,300434063649420,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063649420?geojson=true,VEHICLE,AO Jervois,2022-07-12T21:26:21+1000,2022-07-12T21:26:29+1000,0,0,EVT_SHUTDOWN
,Feature,Point,130.7897;-13.324;2341,300034012496080,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034012496080?geojson=true,FIXED_WING,ODN-Ag,2017-05-01T17:17:57+1000,2017-05-01T17:18:00+1000,241,42,EVT_STANDARD
,Feature,Point,138.5264;-34.9718;300,300234060728680,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060728680?geojson=true,HELICOPTER,VH-ELR (Lifesaver 68),2018-08-26T18:16:21+1000,2018-08-26T18:16:41+1000,192,2,EVT_STANDARD
,Feature,Point,172.5267;-43.4998;70,E17000112,https://arena.nafc.org.au/tracking/api/ext/currentLocations/E17000112?geojson=true,HELICOPTER,ZK-IGF,2022-07-24T11:33:48+1000,2022-07-24T11:34:20+1000,0,0,EVT_SCHEDULED
,Feature,Point,148.5983;-36.4286;1043,300234010471330,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234010471330?geojson=true,HELICOPTER,FB271 VH-ENC Sydney Helicopters,2018-08-12T16:30:30+1000,2018-08-12T16:31:01+1000,0,324,EVT_STANDARD
,Feature,Point,103.866;1.4106;16,300034013305750,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013305750?geojson=true,HELICOPTER,XX-TBR-HT672 N234PH McDermott,2019-10-04T18:18:49+1000,2019-10-04T18:19:02+1000,0,168,EVT_STANDARD
,Feature,Point,150.7942;-34.5618;10,300224010747600,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300224010747600?geojson=true,HELICOPTER,HT253 C-GRUV Valhalla Helicopters,2019-02-25T16:48:37+1100,2019-02-25T16:49:39+1100,0,0,EVT_SHUTDOWN
,Feature,Point,146.2313;-38.3171;0,300234011858760,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234011858760?geojson=true,HELICOPTER,FB708 - VH-OAS - Osborne Aviation,2019-07-19T16:39:10+1000,2019-07-19T16:40:18+1000,0,0,EVT_STANDARD
,Feature,Point,172.7945;-42.5662;321,300234011377000,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234011377000?geojson=true,HELICOPTER,ZK-IEV,2021-08-11T14:29:07+1000,2021-08-11T14:30:07+1000,1,118,EVT_STANDARD
,Feature,Point,146.9748;-36.0572;177,5X200225000969,https://arena.nafc.org.au/tracking/api/ext/currentLocations/5X200225000969?geojson=true,VEHICLE,D2419,2022-04-27T10:20:36+1000,2022-04-27T10:20:57+1000,0,0,EVT_STANDARD
,Feature,Point,148.4197;-36.3485;1342,300434063221580,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063221580?geojson=true,HELICOPTER,FB298 VH-BHF Heli Surveys,2022-03-11T11:12:00+1100,2022-03-11T11:13:15+1100,20,43,EVT_STANDARD
,Feature,Point,138.6349;-34.7858;18,300234064225420,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064225420?geojson=true,FIXED_WING,B582 VH-ODH Aerotech,2021-11-16T17:48:10+1100,2021-11-16T17:48:22+1100,0,214,EVT_STANDARD
,Feature,Point,146.9687;-41.6771;216,300434063827810,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063827810?geojson=true,VEHICLE,McDermott 12 - Scania - 505KHJ,2022-06-06T10:03:00+1000,2022-06-06T10:04:22+1000,9,357,EVT_STANDARD
,Feature,Point,175.263;-38.1698;59,300434063323310,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063323310?geojson=true,HELICOPTER,ZK-IUU,2022-07-23T08:40:00+1000,2022-07-23T08:41:42+1000,0,0,EVT_STANDARD
,Feature,Point,151.0244;-33.8302;6,300034013509210,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300034013509210?geojson=true,HELICOPTER,FB272 VH-JVS Sydney Helicopters,2018-10-08T14:05:10+1100,2018-10-08T14:06:02+1100,0,95,EVT_STANDARD
,Feature,Point,149.1857;-35.3038;565,300234062831800,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234062831800?geojson=true,HELICOPTER,Training 2 - Secure Aviation,2019-03-31T15:30:18+1100,2019-03-31T15:30:31+1100,1,0,EVT_STANDARD
,Feature,Point,138.6346;-34.7865;20,C13178492,https://arena.nafc.org.au/tracking/api/ext/currentLocations/C13178492?geojson=true,HELICOPTER,FB503 VH-HBB Aerotech,2019-05-07T16:49:16+1000,2019-05-07T16:49:22+1000,0,0,EVT_SCHEDULED
,Feature,Point,152.7673;-31.069;20,300434063227550,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063227550?geojson=true,HELICOPTER,HT258 VH-OXU NSW Helicopters SUPER HUEY II,2019-11-08T09:34:39+1100,2019-11-08T09:35:00+1100,3,38,EVT_SHUTDOWN
,Feature,Point,176.1995;-37.6711;13,300434063488030,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063488030?geojson=true,HELICOPTER,IPR - 520N MD,2022-05-31T15:09:20+1000,2022-05-31T15:09:29+1000,0,0,EVT_SHUTDOWN
,Feature,Point,173.4122;-41.2054;-5,H16000040,https://arena.nafc.org.au/tracking/api/ext/currentLocations/H16000040?geojson=true,HELICOPTER,HEE - B3,2022-07-26T12:10:34+1000,2022-07-26T12:12:15+1000,0,0,EVT_STARTUP
,Feature,Point,147.5097;-42.8399;10,K08217279,https://arena.nafc.org.au/tracking/api/ext/currentLocations/K08217279?geojson=true,HELICOPTER,POLAIR74 ELP (FB705),2022-07-25T09:57:11+1000,2022-07-25T09:57:21+1000,0,114,EVT_SCHEDULED
,Feature,Point,176.7683;-39.6471;12,300234067845640,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234067845640?geojson=true,HELICOPTER,ZK-HBA,2022-03-31T15:14:31+1100,2022-03-31T15:15:40+1100,0,58,EVT_STANDARD
,Feature,Point,175.3289;-37.866;57,300234060313270,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060313270?geojson=true,HELICOPTER,ZK-IAI,2022-04-13T13:17:40+1000,2022-04-13T13:19:11+1000,0,0,EVT_STANDARD
,Feature,Point,146.974;-36.0571;94,5X200225000987,https://arena.nafc.org.au/tracking/api/ext/currentLocations/5X200225000987?geojson=true,VEHICLE,D3001 - 18kL,2022-07-05T06:35:02+1000,2022-07-05T06:36:20+1000,3,352,EVT_STANDARD
,Feature,Point,169.2468;-44.7247;357,300434062195170,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062195170?geojson=true,HELICOPTER,ZK-HFK,2022-07-25T12:03:00+1000,2022-07-25T12:03:46+1000,0,0,EVT_STANDARD
,Feature,Point,171.5166;-43.6298;420,300234063125970,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063125970?geojson=true,HELICOPTER,ZK-HDE,2021-11-09T13:37:20+1100,2021-11-09T13:39:01+1100,0,0,EVT_STANDARD
,Feature,Point,150.0513;-34.4356;718,300434062797850,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062797850?geojson=true,HELICOPTER,FB268 VH-OMR Commercial,2021-12-02T10:42:45+1100,2021-12-02T10:42:48+1100,46,112,EVT_STANDARD
,Feature,Point,173.6012;-42.4252;32,300434063018550,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063018550?geojson=true,HELICOPTER,ZK-HBE,2022-07-25T11:18:50+1000,2022-07-25T11:19:01+1000,0,0,EVT_SHUTDOWN
,Feature,Point,152.8701;-31.4326;25,300434063321240,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063321240?geojson=true,HELICOPTER,FB257 VH-DMX NSW Helicopters Bell 427,2022-07-26T07:37:30+1000,2022-07-26T07:39:37+1000,0,0,EVT_STANDARD
,Feature,Point,145.094;-37.9727;30,300434063491880,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063491880?geojson=true,HELICOPTER,VH-WVV,2022-07-22T17:29:24+1000,2022-07-22T17:29:43+1000,0,0,EVT_SHUTDOWN
,Feature,Point,145.5105;-17.2574;769,300234064224440,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064224440?geojson=true,FIXED_WING,B221 VH-LIR Pays Air Service Holdings,2021-08-09T09:19:37+1000,2021-08-09T09:19:55+1000,0,0,EVT_ENGINEON
,Feature,Point,146.151;-18.6631;13,300234060501220,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234060501220?geojson=true,HELICOPTER,SAOQFRS08,2018-12-04T16:43:49+1100,2018-12-04T16:44:17+1100,3,297,EVT_STANDARD
,Feature,Point,152.0471;-27.2816;815,300234063322080,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234063322080?geojson=true,HELICOPTER,FB730 VH-TMY United Aero,2017-11-16T13:47:10+1100,2017-11-16T13:48:02+1100,219,8,EVT_STANDARD
,Feature,Point,176.6447;-39.906;46,300434063119770,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063119770?geojson=true,FIXED_WING,ZK-XLR,2022-02-22T10:42:00+1100,2022-02-22T10:42:46+1100,0,0,EVT_STANDARD
,Feature,Point,144.8947;-37.7284;120,L11157672,https://arena.nafc.org.au/tracking/api/ext/currentLocations/L11157672?geojson=true,HELICOPTER,VH-RLR,2018-11-11T15:49:14+1100,2018-11-11T15:49:17+1100,14,55,EVT_LANDING
,Feature,Point,146.2623;-20.0797;340,300434063771140,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063771140?geojson=true,HELICOPTER,NR2,2022-07-18T06:49:55+1000,2022-07-18T06:50:09+1000,9,199,EVT_STARTUP
,Feature,Point,170.5013;-45.8791;50,300434061579650,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434061579650?geojson=true,HEARTBEAT,TP1713000,2022-04-28T12:00:00+1000,2022-04-28T12:00:06+1000,0,0,EVT_STANDARD
,Feature,Point,171.183;-43.4363;717,300434062092420,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062092420?geojson=true,HELICOPTER,ZK-IDM,2022-07-24T13:19:12+1000,2022-07-24T13:20:06+1000,0,0,EVT_STARTUP
,Feature,Point,170.5012;-45.8794;41,300434063117250,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063117250?geojson=true,HEARTBEAT,HB-RockAIR,2022-07-26T13:16:00+1000,2022-07-26T13:16:14+1000,0,0,EVT_STANDARD
,Feature,Point,150.5274;-34.9461;124,300434062588660,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062588660?geojson=true,FIXED_WING,FS124 SLF,2022-07-26T13:16:30+1000,2022-07-26T13:17:01+1000,0,0,EVT_STANDARD
,Feature,Point,170.1275;-43.9138;554,300434063227420,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063227420?geojson=true,HELICOPTER,ZK-HRQ,2022-07-22T14:39:41+1000,2022-07-22T14:40:18+1000,0,0,EVT_SHUTDOWN
,Feature,Point,150.183;-30.9731;313,300434063017140,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063017140?geojson=true,HELICOPTER,FB266 VH-XAB Kennedy Air,2020-10-04T18:34:41+1100,2020-10-04T18:34:45+1100,0,0,EVT_SHUTDOWN
,Feature,Point,171.5168;-43.6298;415,300434063792470,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063792470?geojson=true,HELICOPTER,ZK-IOI,2022-07-25T12:48:39+1000,2022-07-25T12:48:45+1000,0,0,EVT_SHUTDOWN
,Feature,Point,168.7415;-45.0245;355,300434063114260,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063114260?geojson=true,HELICOPTER,ZK-ICY,2022-02-03T11:35:51+1100,2022-02-03T11:35:55+1100,0,0,EVT_SHUTDOWN
,Feature,Point,176.7142;-38.488;212,300434066718840,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434066718840?geojson=true,HELICOPTER,ZK-IBW,2022-04-03T16:58:37+1000,2022-04-03T16:58:39+1000,0,0,EVT_SHUTDOWN
,Feature,Point,147.4747;-42.8295;30,K14000156,https://arena.nafc.org.au/tracking/api/ext/currentLocations/K14000156?geojson=true,HELICOPTER,FB704 VH-UUF Helicopter Resources,2022-07-25T13:24:03+1000,2022-07-25T13:25:11+1000,0,0,EVT_STARTUP
,Feature,Point,145.1801;-36.8984;158,B8:F1:2A:4D:68:A0,https://arena.nafc.org.au/tracking/api/ext/currentLocations/B8:F1:2A:4D:68:A0?geojson=true,VEHICLE,Refueller HT342 Kestrel Aviation,2022-03-02T16:53:46+1100,2022-03-02T16:53:46+1100,0,286,EVT_STOPPED
,Feature,Point,145.1815;-36.8989;145,B8:F1:2A:4D:1D:43:C7,https://arena.nafc.org.au/tracking/api/ext/currentLocations/B8:F1:2A:4D:1D:43:C7?geojson=true,VEHICLE,Refueller VH-ESB HT248 Kestrel Aviation,2022-03-23T10:17:51+1100,2022-03-23T10:17:51+1100,0,0,EVT_CHECKIN
,Feature,Point,149.8504;-29.4947;217,300434066911520,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434066911520?geojson=true,FIXED_WING,VH-FVO,2022-06-20T12:06:09+1000,2022-06-20T12:06:17+1000,0,0,EVT_SHUTDOWN
,Feature,Point,131.0333;-13.0552;-70,300434063597530,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434063597530?geojson=true,FIXED_WING,B594 VH-ZBI - XOA,2022-07-25T09:26:30+1000,2022-07-25T09:26:42+1000,0,0,EVT_STANDARD
,Feature,Point,151.2665;-27.1643;363,300434062166130,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434062166130?geojson=true,FIXED_WING,B412,2022-07-26T10:04:30+1000,2022-07-26T10:04:58+1000,0,0,EVT_STANDARD
,Feature,Point,149.052;-28.9679;172,300234064229170,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064229170?geojson=true,FIXED_WING,B424 VH-SDJ Precision Aerial,2022-02-10T06:58:51+1100,2022-02-10T06:58:53+1100,0,0,EVT_ENGINEOFF
,Feature,Point,150.9139;-33.5611;28,300234064237850,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234064237850?geojson=true,HELICOPTER,HT258 VH-OXU NSW Helicopters SUPER HUEY II,2018-09-09T22:00:00+1000,2018-09-09T22:00:23+1000,0,0,EVT_STANDARD
,Feature,Point,149.985;-32.8053;670,300125060942170,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300125060942170?geojson=true,HELICOPTER,HT273 C-GBND United Aero,2019-10-31T18:16:10+1100,2019-10-31T18:16:22+1100,90,345,EVT_INFLIGHT
,Feature,Point,169.23;-44.2332;324,300534060751350,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300534060751350?geojson=true,HELICOPTER,ZK-IPG,2022-07-13T12:42:31+1000,2022-07-13T12:42:36+1000,0,294,EVT_STANDARD
,Feature,Point,-157.9104;21.3212;17,300434066005620,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300434066005620?geojson=true,FIXED_WING,FS123 LJJ,2022-07-20T12:24:47+1000,2022-07-20T12:25:45+1000,0,0,EVT_SHUTDOWN
,Feature,Point,148.0066;-26.3449;1088,300234068017400,https://arena.nafc.org.au/tracking/api/ext/currentLocations/300234068017400?geojson=true,HELICOPTER,VH-EHM,2022-04-13T17:47:19+1000,2022-04-13T17:48:19+1000,252,105,EVT_STANDARD
